Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
1399,1.27,4.45,1.99,0.02,0.4,0.95,573.07,126.72,259.4,188.37,0.72,2.51,3.51,35.69,71.51,16.53,0.84,17.27,54.05,-606.11,-26.51,-264.55,-32.34,0.02,0.09,0.72,444.11,21.3,157.4,202.13,0.9,8.97,9.98,22.39,89.98,-14.67,0.42,43.72,59.66,-307.11,2.27,18.96,2.57,0.04,0.13,0.83,411.89,23.62,253.19,178.04,0.88,7.35,8.35,42.99,88.02,16.24,0.59,5.94,33.21,-462.2,0,TRAIN,8.0
1400,4.6,11.65,1.69,1.51,1.65,1.65,120.17,11.63,79.99,,0.6,1.53,2.53,14.57,60.46,7.61,,0.0,3.66,61.12,-48.44,269.31,-15.65,0.44,0.85,0.85,117.58,55.83,137.21,,1.18,-6.56,-5.56,-6.98,117.99,-41.06,,0.0,13.39,-651.95,49.61,241.91,,0.26,1.26,1.26,49.91,39.01,39.24,,0.79,3.88,4.88,135.43,79.49,62.41,,0.0,8.65,42.39,0,TRAIN,8.0
1401,2.25,2.97,4.11,1.84,3.22,5.88,666.65,59.0,41.92,115.95,0.13,0.17,1.32,15.64,24.11,92.55,1.45,1.51,24.46,84.16,2.33,3.13,4.16,0.9,2.23,4.71,651.19,68.96,44.03,131.24,0.16,0.21,1.34,18.2,25.6,82.79,1.44,4.08,28.39,85.68,3.18,4.49,6.3,0.01,1.57,3.41,722.72,150.5,80.43,179.42,0.22,0.31,1.42,17.42,21.64,61.83,1.52,5.48,19.92,62.94,0,TRAIN,8.0
1402,5.99,29.97,2.35,0.51,1.23,1.25,127.79,81.6,113.28,1.78,0.8,4.01,5.01,5.99,80.03,7.48,,0.0,0.0,0.0,-1.46,-42.8,-1.8,0.1,0.59,0.88,448.97,207.62,427.28,127.22,0.97,28.31,29.31,3.43,96.59,-0.08,0.22,0.0,6.03,98.06,-50.72,109.3,-60.9,0.09,0.39,0.59,437.1,186.8,629.16,126.76,145.87,-314.38,-2.16,-32.5,145.87,-31.31,-3.23,0.0,16.07,-52.24,0,TRAIN,8.0
1403,1.79,6.07,1.06,0.21,0.72,1.27,217.03,77.61,150.71,83.78,0.71,2.39,3.39,21.5,70.54,2.53,2.77,0.0,11.72,100.75,-2.77,-8.29,-0.79,0.34,1.35,1.37,104.04,68.63,68.01,1.03,0.67,1.99,2.99,27.94,66.6,0.66,3.46,0.0,8.78,90.83,8.94,25.33,3.27,0.52,1.51,1.55,133.26,82.26,83.29,3.54,0.65,1.83,2.83,48.94,64.72,16.33,39.75,0.0,10.22,52.23,0,TRAIN,8.0
1404,9.92,77.54,1.76,0.02,0.27,0.94,64.62,13.94,55.1,37.47,0.87,6.81,7.81,20.38,87.2,11.38,0.73,0.0,1.85,43.13,3.17,18.36,0.65,0.01,0.08,1.13,74.6,4.03,60.65,64.71,0.83,4.78,5.78,14.75,82.71,19.5,2.55,0.0,2.37,39.41,2.1,15.24,,0.36,0.38,0.87,93.72,1.56,79.58,38.83,0.86,6.26,7.26,10.49,86.23,12.79,0.56,0.0,1.6,34.99,0,TRAIN,8.0
1405,12.05,28.46,3.87,0.44,1.32,1.32,117.09,58.23,68.47,,0.58,1.36,2.36,56.72,57.64,39.84,1.82,-1.92,14.33,66.8,15.0,39.22,6.11,0.51,1.41,1.41,148.32,81.09,90.86,,0.62,1.61,2.61,34.8,61.74,36.53,3.0,-0.38,8.07,43.28,9.09,16.26,,0.16,2.14,2.14,147.33,126.05,64.0,,0.44,0.79,1.79,35.55,44.09,42.44,9.3,-0.12,7.76,38.51,0,TRAIN,8.0
1406,0.49,1.3,1.53,0.0,1.01,1.33,1142.22,381.5,328.77,124.65,0.49,1.3,2.65,5.45,62.31,17.21,0.96,16.8,15.51,68.66,0.42,1.07,1.29,0.0,1.01,1.34,1121.42,348.0,297.08,114.45,0.47,1.2,2.56,5.1,60.91,18.2,0.94,18.46,14.42,88.25,0.24,0.67,0.83,0.0,0.95,1.17,1232.0,435.4,367.05,101.96,51.99,142.24,2.74,4.85,51.99,14.97,0.9,20.43,11.19,68.16,0,TRAIN,8.0
1407,4.01,4.4,5.78,10.26,11.35,11.35,525.14,49.33,45.65,,0.09,0.1,1.1,4.01,8.81,45.55,,0.0,0.0,0.0,21.17,24.33,27.47,7.24,7.71,7.71,472.28,28.35,60.6,,0.13,0.15,1.15,21.17,12.97,163.2,,0.0,0.0,0.0,27.46,32.26,27.51,6.1,6.72,6.72,364.68,33.55,53.63,,0.15,0.17,1.17,27.46,14.87,184.68,,0.0,0.0,0.0,0,TRAIN,8.0
1408,7.1,30.27,1.95,0.28,1.47,1.47,100.12,30.81,24.64,,0.76,3.25,4.26,16.78,76.54,29.91,0.52,1.25,2.65,25.15,6.31,21.94,1.68,0.32,2.17,2.17,97.09,42.28,25.06,,0.71,2.48,3.48,15.61,71.25,28.75,0.78,0.0,2.48,26.3,6.75,23.36,,0.16,1.4,1.4,93.35,45.17,40.61,,0.71,2.46,3.46,16.49,71.13,27.44,0.89,0.0,1.8,19.96,0,TRAIN,8.0
1409,16.31,39.73,23.94,0.43,1.07,1.58,535.93,110.65,174.48,90.1,0.45,1.1,2.44,24.64,58.96,47.79,1.07,0.0,12.23,53.46,1.06,2.26,2.11,0.03,0.76,1.55,725.69,172.09,235.69,187.37,0.39,0.84,2.13,10.73,53.09,19.08,1.07,0.0,19.28,-258.45,0.6,1.13,0.94,0.4,0.9,1.58,564.67,85.24,169.85,114.2,0.32,0.61,1.87,11.93,32.42,25.0,1.06,0.0,12.64,-155.84,0,TRAIN,8.0
1410,9.73,11.38,8.65,2.14,2.42,6.12,324.37,8.92,31.17,116.77,0.11,0.13,1.17,21.37,14.45,244.24,2.18,0.0,10.34,50.34,5.15,6.2,4.94,2.35,3.34,6.6,348.87,32.34,32.66,108.05,0.16,0.19,1.2,15.5,16.89,142.03,2.43,2.08,9.92,62.28,2.21,2.92,1.99,1.47,2.61,4.4,328.1,45.35,38.1,71.24,0.24,0.32,1.32,13.57,24.36,73.33,1.9,9.13,10.24,249.33,0,TRAIN,8.0
1411,12.1,18.27,26.0,2.95,2.96,2.96,784.39,,261.36,,0.34,0.51,1.51,12.1,33.78,35.81,,0.0,0.0,0.0,1.24,1.57,0.8,0.45,4.67,4.67,236.8,210.84,50.19,,0.21,0.27,1.27,1.24,21.43,5.77,,0.0,0.0,0.0,16.47,20.98,47.33,4.64,4.65,4.65,1046.21,,222.35,,0.21,0.27,1.27,16.47,21.49,76.64,,0.0,0.0,0.0,0,TRAIN,8.0
1412,21.48,26.96,15.62,2.62,4.2,4.2,265.34,83.76,34.28,,0.2,0.25,1.25,35.16,20.32,113.86,5.41,7.22,9.94,33.26,-4.15,-4.5,-6.45,10.27,11.48,11.48,565.83,51.71,9.92,,0.08,0.08,1.08,3.36,7.63,19.89,7.85,5.86,11.68,48.75,13.39,14.0,16.77,19.24,21.57,21.57,456.08,45.97,4.98,,0.04,0.05,1.05,22.15,4.37,400.7,16.55,3.26,10.98,33.21,0,TRAIN,8.0
1413,-14.01,45.63,-5.33,0.15,0.35,0.74,138.92,35.24,176.3,69.19,1.31,-4.26,-3.26,28.01,130.7,-10.24,-6.25,0.0,15.99,105.98,20.23,933.07,10.15,0.01,0.6,1.02,182.72,102.76,173.11,73.96,0.98,45.12,46.12,48.58,97.83,21.51,1.08,0.0,14.23,61.71,-11.13,118.07,-8.49,0.02,0.42,0.67,277.52,116.67,295.67,73.63,1.09,-11.61,-10.61,13.63,109.43,-2.74,-0.33,0.0,13.07,54.67,0,TRAIN,8.0
1414,14.89,91.26,10.92,0.08,0.18,0.71,267.68,16.6,169.64,91.72,0.84,5.13,6.13,26.6,83.69,31.6,0.65,0.0,8.59,182.14,-20.84,-16335.55,-40.7,0.03,0.13,0.44,710.86,49.65,505.01,156.75,1.0,782.79,783.79,-12.86,99.87,-9.77,0.4,0.0,15.58,-30.87,0.01,8.49,0.02,0.04,0.24,0.63,581.5,88.42,389.48,168.95,1.0,790.2,791.2,7.36,99.87,13.23,0.4,8.54,8.41,307.12,0,TRAIN,8.0
1415,3.47,16.17,0.55,0.78,1.11,1.11,58.16,14.24,42.21,,0.79,3.66,4.66,11.46,78.53,10.49,1.48,3.22,1.27,35.16,3.53,17.72,1.33,0.35,1.31,1.31,136.82,87.45,90.98,,0.8,4.02,5.02,10.32,80.08,9.49,2.88,12.55,2.55,37.19,0.91,4.55,0.4,0.32,1.11,1.11,160.86,100.23,75.27,,80.04,401.05,5.01,21.96,80.04,5.99,1.75,32.44,9.3,86.26,0,TRAIN,8.0
1416,0.28,2.7,0.17,0.7,2.05,2.05,220.52,83.59,62.24,,0.9,8.71,9.71,7.36,89.71,2.79,0.74,0.0,4.28,66.03,-0.83,-9.34,-0.19,0.11,0.74,0.74,81.98,20.2,12.41,,0.91,10.31,11.31,3.99,91.16,-0.91,0.4,24.42,1.08,68.26,0.92,8.62,,0.25,0.54,0.54,416.33,36.44,31.52,0.0,0.89,8.34,9.34,4.81,89.29,1.03,0.37,22.75,3.23,1389.79,0,TRAIN,8.0
1417,-21.38,252.67,-20.69,0.17,0.77,0.77,353.28,164.89,275.18,,1.08,-12.81,-11.82,-18.59,108.46,-7.6,0.54,0.0,2.69,-23.19,7.08,186.01,4.42,0.72,0.93,0.95,227.41,41.66,197.7,3.03,0.96,25.29,26.29,8.59,96.2,11.5,0.73,0.01,0.95,14.19,11.4,68.02,11.37,0.83,0.91,0.93,363.08,23.79,261.22,4.34,0.83,4.97,5.97,12.79,83.24,22.39,0.73,10.35,1.02,4.14,0,TRAIN,8.0
1418,-3.75,-4.86,-0.98,6.94,6.94,6.94,143.36,0.0,13.51,0.0,0.23,0.29,1.29,126.43,22.71,-16.53,,0.0,33.93,91.47,5.52,7.06,1.75,7.35,7.35,7.35,115.45,0.0,15.54,0.0,0.22,0.28,1.28,115.91,21.9,25.19,,0.0,35.01,81.05,13.82,18.25,4.49,6.47,6.47,6.47,118.26,,18.07,,24.3,32.1,1.32,110.29,24.3,56.86,,0.0,31.34,81.0,0,TRAIN,8.0
1419,4.28,41.4,4.9,0.11,0.18,0.49,417.98,19.01,97.73,78.9,0.77,7.43,9.67,34.21,89.66,27.06,0.36,38.56,34.28,4598.92,-0.38,-4.38,-0.53,0.04,0.23,0.67,515.59,70.72,171.99,165.74,0.82,9.51,11.64,27.96,91.41,11.66,0.35,38.65,40.14,-479.41,-0.2,-2.19,-0.2,0.07,0.28,0.64,373.48,56.09,112.36,94.02,0.81,8.96,11.12,32.7,80.55,9.38,0.33,41.32,24.98,-306.65,0,TRAIN,8.0
1420,4.31,51.67,1.78,0.94,2.51,2.51,150.28,61.69,39.43,,0.92,10.98,11.98,9.53,91.65,17.39,0.56,0.0,2.15,18.97,-11.4,223.1,-6.62,0.12,1.26,1.26,211.49,90.03,78.95,,1.05,-20.57,-19.57,-3.97,105.11,2.7,0.19,0.0,4.31,49.74,-12.29,-37.67,-7.78,0.3,1.3,1.3,230.5,93.38,93.43,,0.67,2.07,3.07,-3.67,67.38,6.64,1.1,0.0,4.0,31.64,0,TRAIN,8.0
1421,-16.83,-37.51,-219.76,0.0,9.82,9.83,4766.16,370.19,287.4,2.58,0.55,1.23,2.23,-9.58,55.13,-26.92,1.14,0.0,94.72,-725.45,8.25,18.21,138.61,0.83,2.76,2.76,6116.67,177.28,1431.3,4.86,0.54,1.18,2.21,12.28,54.71,17.3,2.05,0.0,67.81,-517.94,-250.25,670.2,,0.01,0.19,0.2,3602.71,80.54,692.57,8.49,1.37,-3.68,-2.68,-233.81,137.34,-178.72,-0.36,0.0,119.7,-17.0,0,TRAIN,8.0
1422,-4.2,-4.56,-2.17,9.38,10.48,10.48,188.67,15.98,14.49,,0.08,0.09,1.09,69.33,7.91,117.04,5.59,0.0,38.01,93.23,-13.49,-15.56,-6.78,5.83,6.5,6.89,182.93,14.48,21.62,8.75,0.13,0.15,1.15,61.83,13.34,-31.73,5.26,0.0,37.85,105.31,9.74,11.56,4.34,5.68,6.91,6.91,162.17,26.55,21.56,,0.16,0.19,1.19,83.58,15.69,117.73,11.82,0.0,32.9,81.53,0,TRAIN,8.0
1423,0.54,6.79,1.27,0.47,1.14,1.14,851.27,212.48,318.02,,0.92,11.51,12.51,4.98,92.01,13.41,0.88,0.0,10.34,23.8,-0.87,-10.0,-2.08,0.57,1.92,1.96,870.36,353.77,261.59,10.26,0.91,10.52,11.52,1.52,91.32,22.39,1.34,0.0,5.71,29.15,0.88,22.17,1.14,0.18,0.86,1.1,471.85,282.84,417.29,100.33,0.96,24.18,25.18,0.88,96.03,1.51,3.49,0.0,0.0,0.0,0,TRAIN,8.0
1424,6.02,14.45,14.19,0.18,0.34,1.16,860.73,31.18,201.04,167.74,0.56,1.35,2.4,11.88,58.34,30.16,0.71,3.23,13.82,42.83,12.2,24.64,30.45,0.2,0.86,1.77,908.8,137.41,156.09,190.47,0.5,1.01,2.02,16.26,50.5,41.03,1.33,5.76,10.14,76.64,5.91,9.46,13.58,0.37,1.77,4.09,836.51,119.37,85.61,199.13,0.38,0.6,1.6,9.31,37.54,34.79,1.61,0.0,4.96,17.74,0,TRAIN,8.0
1425,23.05,67.36,24.22,0.42,0.49,0.56,383.56,17.76,242.59,17.14,0.66,1.92,2.92,36.22,65.78,43.98,0.56,0.0,13.84,46.25,3.26,8.05,4.87,0.29,0.37,0.63,544.24,22.34,309.45,82.91,0.6,1.47,2.47,17.88,59.52,13.52,0.65,0.0,21.87,293.11,14.84,28.25,15.66,0.58,0.84,0.95,384.07,45.1,172.85,19.48,0.47,0.9,1.9,28.83,47.48,36.88,0.94,0.0,14.76,98.03,0,TRAIN,8.0
1426,6.58,54.0,2.72,0.01,0.99,0.99,150.65,128.04,111.75,0.0,0.88,7.21,8.21,18.61,87.82,15.12,0.93,12.54,4.97,41.63,0.1,1.44,0.1,0.01,0.25,0.98,368.73,82.97,278.34,251.21,0.93,13.55,14.55,4.24,93.13,3.72,0.81,16.75,4.2,46.56,1.12,6.0,,0.3,0.46,0.77,74.16,10.0,56.22,18.17,0.81,4.36,5.36,15.71,81.34,13.41,0.51,4.49,2.19,30.09,0,TRAIN,8.0
1427,-18.56,125.74,-0.5,0.13,0.75,0.87,9.89,6.92,11.2,1.36,1.15,-7.78,-6.78,-18.56,114.76,-16.17,,0.0,0.0,0.0,55.71,113.14,1.81,1.43,1.68,1.97,11.83,1.46,5.94,1.73,0.51,1.03,2.03,55.71,50.76,109.76,,0.0,0.0,0.0,-0.05,-0.72,-0.03,0.01,0.32,1.08,210.06,60.42,138.88,145.84,0.93,12.94,13.94,-0.05,92.82,-0.06,,25.97,0.0,0.0,0,TRAIN,8.0
1428,0.13,0.54,0.94,0.05,0.37,0.93,2594.4,455.93,301.98,817.28,0.58,2.36,4.05,0.9,75.33,50.03,0.56,44.31,5.48,-1.7,-0.05,-0.21,-1.11,6.76,5.24,13.07,7875.83,-379.01,249.43,1981.25,0.63,2.59,4.1,1.34,75.64,45.51,1.47,60.16,30.17,-2.9,2.84,14.75,44.82,0.01,0.31,0.44,5737.65,736.08,711.85,467.05,72.2,374.52,5.19,4.05,72.2,37.37,0.28,52.54,14.69,-3.79,0,TRAIN,8.0
1429,-1.52,-7.27,-0.27,0.18,0.65,1.0,64.18,23.22,50.04,17.98,0.79,3.77,4.77,49.54,79.05,5.84,1.02,0.0,8.98,171.47,1.7,61.06,1.68,0.16,0.77,0.77,357.72,205.78,337.97,,0.97,34.81,35.81,5.73,97.21,4.12,0.15,0.0,3.96,40.9,6.37,64.73,3.05,0.46,0.89,1.05,174.53,64.61,152.7,24.44,0.9,9.17,10.17,18.7,90.16,10.55,1.5,0.0,4.5,32.73,0,TRAIN,8.0
1430,-2.3,-4.01,-1.55,0.15,0.87,1.76,245.49,56.46,67.62,73.4,0.43,0.74,1.74,15.86,42.67,34.26,1.59,6.74,12.21,93.59,-57.7,-383.16,-46.87,0.0,0.4,0.61,295.69,91.1,181.63,48.65,0.85,5.64,6.64,-35.1,84.94,-38.96,0.3,17.16,18.36,-84.84,23.71,68.7,20.32,0.0,1.26,1.49,312.05,134.97,54.66,24.89,0.65,1.9,2.9,36.8,65.49,65.98,1.26,17.35,8.25,21.86,0,TRAIN,8.0
1431,10.86,51.32,7.66,0.93,1.59,1.59,257.48,39.09,59.21,,0.79,3.73,4.73,41.82,78.85,31.74,1.22,0.0,21.84,49.47,10.73,26.88,5.54,1.52,3.85,3.85,187.86,43.57,18.7,,0.6,1.51,2.51,58.17,60.08,60.38,1.44,0.0,24.48,50.67,3.34,12.5,,-0.03,0.17,0.17,443.77,63.32,315.73,,0.73,2.74,3.74,26.96,73.26,33.49,0.31,0.0,20.42,45.03,0,TRAIN,8.0
1432,-171.48,102.25,-263.03,0.03,0.25,0.28,559.86,130.57,588.27,17.17,2.68,-1.6,-0.6,-118.75,267.71,-46.06,-0.1,0.0,80.89,-80.87,68.96,-55.95,5.63,0.15,0.72,0.76,29.74,16.9,27.34,1.36,2.23,-1.81,-0.81,143.55,223.26,55.99,-4.58,24.58,6.09,36.36,14.68,-482.17,6.22,0.01,0.98,0.99,154.1,145.23,147.72,1.7,1.03,-33.84,-32.84,39.43,103.04,15.1,-0.65,2.41,10.48,70.42,0,TRAIN,8.0
1433,10.65,27.15,3.46,1.05,1.84,1.92,118.61,47.1,60.2,5.14,0.61,1.55,2.55,19.52,60.76,18.17,37.26,0.0,2.88,39.04,48.34,63.6,9.23,3.51,3.87,3.95,69.48,5.84,16.42,1.41,0.24,0.32,1.32,63.56,24.0,205.23,13.89,0.0,2.9,19.17,14.99,22.44,3.54,0.85,2.62,2.83,85.93,49.78,27.98,5.72,0.33,0.5,1.5,42.51,33.2,53.35,9.87,0.0,4.49,37.11,0,TRAIN,8.0
1434,5.14,44.79,31.21,8.52,8.61,8.61,2214.18,3.74,38.87,0.0,0.89,7.71,8.71,5.14,88.51,11.03,1.16,68.89,0.0,0.0,4.07,35.46,24.82,1.74,1.82,1.82,2221.52,10.16,143.74,0.0,0.89,7.72,8.72,4.07,88.53,10.34,1.06,70.25,0.0,0.0,4.0,32.71,23.55,3.3,3.59,3.59,2142.04,13.02,45.25,,0.88,7.17,8.17,4.0,87.76,11.01,1.06,71.72,0.0,0.0,0,TRAIN,8.0
1435,0.04,0.06,0.11,0.18,0.71,1.85,1180.08,75.5,88.94,166.7,0.17,0.27,1.57,20.71,36.24,95.12,0.86,4.9,66.86,149.56,0.04,0.07,0.17,0.4,1.04,2.15,1595.61,116.51,68.5,203.56,0.25,0.45,1.8,16.26,44.41,42.63,0.89,16.89,71.11,174.35,0.96,1.77,3.56,0.35,0.46,0.98,1357.38,24.24,56.69,123.74,0.21,0.38,1.85,18.24,20.65,63.68,0.68,13.57,45.61,111.68,0,TRAIN,8.0
1436,3.01,38.32,1.82,0.12,1.07,1.07,220.76,189.9,199.73,0.0,0.92,11.73,12.73,13.63,92.15,4.13,5.06,0.0,6.42,68.95,2.84,21.94,1.63,0.69,0.99,1.07,208.44,46.89,155.35,12.47,0.87,6.73,7.73,13.47,87.06,9.74,1.25,0.0,6.09,45.31,4.31,22.7,2.32,0.53,1.12,1.16,196.01,82.1,138.79,5.33,0.81,4.27,5.27,19.8,81.02,14.78,1.68,0.0,6.16,37.72,0,TRAIN,8.0
1437,-155.66,182.07,-33.34,0.09,0.54,0.54,78.19,51.06,142.82,0.63,1.85,-2.17,-1.17,-145.19,185.49,-83.92,,0.0,2.24,-8.76,32.24,879.21,8.28,0.01,1.04,1.04,93.54,70.54,87.63,0.1,0.96,26.27,27.27,41.28,96.33,34.01,2.71,0.0,2.32,22.13,8.76,73.97,,0.01,1.13,1.13,305.51,241.31,264.77,0.08,88.16,744.73,8.45,16.67,88.16,10.48,11.83,0.0,4.89,28.63,0,TRAIN,8.0
1438,-4.98,-9.24,-23.57,0.05,0.28,0.38,1726.97,74.45,297.42,31.77,0.4,0.73,1.86,1.77,46.1,7.18,0.73,1.61,31.95,61.2,10.03,16.67,37.7,0.03,0.65,0.98,1368.5,171.65,265.03,93.58,0.35,0.59,1.66,17.66,39.86,48.04,0.9,0.76,28.68,45.33,4.31,6.19,10.54,0.04,1.21,1.22,890.34,170.01,151.54,0.85,0.27,0.39,1.44,13.58,27.3,33.72,1.0,0.0,16.51,33.69,0,TRAIN,8.0
1439,14.54,70.79,129.63,0.25,0.27,0.29,3253.25,34.13,1913.39,33.49,0.79,3.87,4.87,14.54,79.46,36.06,0.25,0.0,0.0,0.0,-25.33,-31.41,-1057.12,14.76,19.83,26.48,15188.68,448.52,88.52,596.48,0.19,0.24,1.24,-25.33,19.34,17.83,0.96,0.0,0.0,0.0,-4.52,-7.55,-43.38,0.3,0.38,0.54,3495.22,69.17,875.28,137.24,0.4,0.67,1.67,-4.52,40.17,59.44,0.69,0.0,0.0,0.0,0,TRAIN,8.0
1440,1.17,2.89,2.3,0.27,0.37,0.91,714.44,19.13,208.79,118.26,0.47,1.17,2.46,10.73,59.32,28.73,0.79,0.93,18.71,70.28,-13.62,-39.57,-22.77,0.05,0.45,0.74,608.27,73.44,138.39,53.12,0.55,1.6,2.9,-2.19,65.57,7.24,0.76,7.69,19.11,-642.74,-9.93,-32.71,-27.73,0.02,0.3,0.62,1016.2,123.38,372.72,145.47,0.62,2.03,3.29,-4.35,61.76,15.85,0.66,6.99,11.23,67.27,0,TRAIN,8.0
1441,27.38,139.5,6.44,2.94,3.07,3.07,85.86,3.18,24.84,,0.8,4.1,5.1,38.43,80.38,35.47,7.19,0.0,2.6,24.13,7.83,31.06,2.2,4.22,5.5,5.5,102.21,20.29,15.91,,0.75,2.97,3.97,21.26,74.8,13.9,6.38,0.0,3.77,53.73,19.81,56.78,6.98,2.3,2.79,2.79,128.32,18.23,37.7,,65.12,186.67,2.87,31.64,65.12,34.71,4.07,0.0,4.17,29.57,0,TRAIN,8.0
1442,-4.79,-950.84,-16.73,0.18,0.34,0.34,1275.99,94.7,562.65,0.42,0.99,197.54,198.65,-4.79,99.5,17.34,0.66,3.21,0.0,0.0,-6.63,104.34,-19.78,0.33,0.65,0.66,1086.7,99.88,310.02,0.19,1.06,-16.74,-15.75,-6.63,106.35,16.46,0.87,5.21,0.0,0.0,0.33,1.28,0.28,0.31,0.95,0.96,314.77,66.59,103.28,0.16,0.74,2.93,3.93,2.49,74.48,89.22,0.94,11.42,1.27,1.96,0,TRAIN,8.0
1443,12.8,16.47,9.56,0.09,0.96,3.68,272.79,28.66,38.56,106.29,0.22,0.29,1.29,33.15,22.3,102.53,1.81,6.93,15.21,47.19,7.34,9.92,5.33,0.01,0.44,2.35,264.29,20.42,55.56,124.78,0.26,0.35,1.35,29.69,25.99,72.38,1.78,3.77,16.22,54.56,10.21,12.43,6.63,0.0,0.38,3.46,236.31,7.43,39.33,123.79,0.18,0.22,1.22,33.93,17.85,116.24,2.04,0.32,10.99,34.33,0,TRAIN,8.0
1444,-32.59,15.52,-23.6,0.32,1.48,5.36,264.31,53.42,45.73,179.94,3.1,-1.48,-0.48,-15.76,309.98,-10.43,-35.6,0.0,12.19,-125.23,1.12,11.32,0.76,0.84,1.2,2.88,246.12,29.17,80.62,137.07,0.9,9.11,10.11,9.42,90.11,1.24,2.1,0.0,5.61,1561.66,-11.44,-58.81,-5.96,-0.05,0.59,1.19,189.69,96.4,151.12,90.93,0.81,4.14,5.14,5.06,80.55,-14.2,4.61,0.0,8.6,251.89,0,TRAIN,8.0
1445,-28.64,866.12,-11.84,0.02,0.31,0.32,150.86,42.69,149.68,1.41,1.03,-31.24,-30.24,5.37,103.31,-13.33,-0.05,0.0,14.06,137.56,-36.48,90.82,-14.27,-0.13,0.14,0.15,142.4,48.58,179.31,1.56,1.4,-3.49,-2.49,6.75,140.17,-14.8,-0.41,9.22,16.91,218.99,0.46,0.87,,-0.23,0.89,0.92,167.26,65.99,59.03,1.69,0.47,0.89,1.89,45.79,47.07,28.28,0.96,5.98,15.48,54.89,0,TRAIN,8.0
1446,-1.28,-14.99,-11.91,0.02,0.1,0.84,3394.39,259.2,872.95,2281.87,0.91,10.7,11.7,-1.28,91.45,-0.79,0.36,65.38,0.0,0.0,-0.55,69.14,-0.64,0.37,0.37,0.89,422.34,0.13,179.04,221.56,1.01,-126.92,-125.92,-0.55,100.79,-0.15,-0.08,57.93,0.0,0.0,4.42,135.17,8.37,0.01,0.09,0.96,690.29,52.74,559.11,571.33,0.97,29.61,30.61,4.42,96.73,4.82,0.44,14.84,0.0,0.0,0,TRAIN,8.0
1447,0.62,26.35,0.43,0.07,1.05,1.05,255.56,227.69,231.88,0.05,0.98,41.77,42.77,13.1,97.66,2.43,0.98,0.0,8.74,60.06,-1.05,-44.85,-0.64,0.09,1.07,1.07,222.51,191.96,195.96,0.06,0.98,41.61,42.61,17.87,97.65,0.99,0.69,0.0,11.57,99.68,-5.74,-96.46,-6.23,0.17,1.13,1.13,395.02,320.03,339.4,0.08,0.94,15.81,16.81,8.49,94.05,-4.69,5.12,0.0,11.43,110.7,0,TRAIN,8.0
1448,0.86,18.31,0.46,0.59,1.15,1.15,193.79,86.29,154.59,,0.95,20.37,21.37,7.15,95.32,0.9,0.63,0.0,3.34,90.19,0.49,11.93,0.37,0.45,1.13,1.13,277.98,157.16,233.99,,0.96,23.34,24.34,9.42,95.89,1.95,0.99,0.0,6.82,77.57,-0.22,-4.88,,0.21,1.06,1.06,167.71,116.68,137.97,,95.53,2136.9,22.37,19.57,95.53,2.02,0.37,0.05,6.77,59.11,0,TRAIN,8.0
1449,1.0,4.23,0.54,0.5,0.79,0.79,196.24,42.95,147.35,,0.76,3.21,4.22,1.0,76.29,12.31,0.6,0.0,0.0,0.0,5.6,20.6,6.76,0.54,0.79,0.79,439.4,76.75,315.64,,0.73,2.67,3.68,5.6,72.82,19.06,0.66,0.0,0.0,0.0,44.34,55.78,21.77,1.04,2.03,2.03,178.75,35.81,36.24,,0.21,0.26,1.26,45.1,20.5,285.29,1.36,0.0,0.37,1.17,0,TRAIN,8.0
1450,8.68,10.04,21.98,1.45,1.56,1.65,924.56,32.2,299.36,26.09,0.14,0.16,1.16,8.68,13.63,189.19,1.89,0.0,0.0,0.0,11.46,14.9,32.19,1.6,1.6,1.65,1022.36,,414.65,22.48,0.23,0.3,1.3,11.46,23.11,125.4,2.39,0.0,0.0,0.0,11.63,18.35,36.92,1.25,1.25,1.31,1156.12,,640.21,41.15,0.37,0.58,1.58,11.63,36.66,57.86,2.4,0.0,0.0,0.0,0,TRAIN,8.0
1451,1.53,37.34,3.09,0.12,1.04,1.04,739.06,641.65,698.65,,0.96,23.48,24.48,2.74,95.91,2.05,,0.0,2.45,33.54,7.63,65.0,6.86,0.3,1.13,1.13,327.17,238.43,285.27,,0.88,7.52,8.52,13.19,88.27,8.64,,0.0,5.0,35.88,5.47,27.17,6.71,0.13,1.17,1.17,446.29,366.0,350.35,0.3,79.86,396.42,4.96,14.31,79.86,6.85,2.97,0.0,7.8,40.01,0,TRAIN,8.0
