Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
278,0.13,0.21,0.26,0.35,1.18,2.18,710.93,73.49,88.25,89.38,0.13,0.2,1.54,2.13,35.09,97.67,0.9,0.0,3.88,-10414.29,-0.64,-1.08,-1.46,0.22,0.25,1.48,825.5,4.69,153.43,230.29,0.23,0.38,1.67,1.17,40.11,46.33,0.9,3.7,4.12,-173.47,0.32,0.65,1.17,0.17,0.24,1.14,1331.6,33.64,483.43,455.06,0.38,0.78,2.02,2.37,38.33,22.14,0.88,1.52,5.58,-61.39,0,TRAIN,8.0
279,8.63,16.65,77.26,0.93,1.1,1.51,3267.89,195.01,1130.46,470.8,0.35,0.68,1.93,25.95,48.16,86.25,1.11,0.0,155.11,-80.85,8.48,17.52,71.8,0.44,1.25,1.59,3080.86,968.82,1197.54,415.18,0.45,0.94,2.06,29.86,51.57,50.62,1.46,0.0,180.95,-1563.55,2.76,4.18,,1.12,1.55,2.17,3001.27,351.64,825.52,516.78,0.28,0.43,1.51,23.93,28.24,72.14,1.68,0.0,123.34,-39.58,0,TRAIN,8.0
280,4.56,15.09,6.16,0.5,1.27,1.27,493.32,147.3,190.97,,0.7,2.31,3.31,16.32,69.77,11.2,0.76,6.99,15.9,51.41,5.16,12.54,4.3,0.01,0.91,1.01,303.46,107.47,120.1,12.1,0.59,1.43,2.43,19.27,58.89,11.02,0.79,4.48,11.76,55.38,4.75,11.68,5.45,0.35,0.86,0.93,418.03,105.07,145.08,14.35,0.59,1.46,2.46,18.6,59.37,15.25,0.77,14.74,11.05,33.7,0,TRAIN,8.0
281,-1.65,-2.28,-10.83,3.28,4.48,9.29,2390.02,126.48,57.09,554.15,0.1,0.14,1.38,13.56,27.6,78.22,1.41,7.21,99.63,408.85,0.22,0.3,1.36,0.1,4.26,9.1,2204.47,467.39,59.2,557.17,0.09,0.12,1.34,16.54,25.17,122.52,1.49,4.99,98.83,239.91,2.01,2.58,12.49,3.59,4.68,9.16,2261.18,133.06,69.36,563.56,0.07,0.09,1.28,18.97,6.76,175.36,1.62,2.53,76.35,186.28,0,TRAIN,8.0
282,-4.82,31.55,-9.92,0.11,0.53,0.58,750.24,302.25,708.98,31.22,1.15,-7.54,-6.54,-2.1,115.29,0.2,0.09,0.0,5.6,42.26,-33.69,55.5,-90.33,0.07,0.19,0.29,975.88,163.48,1321.49,127.88,160.71,-264.71,-1.65,-19.2,160.71,-7.88,-0.67,0.0,27.44,182.46,-19.08,28.56,-118.68,0.02,0.04,0.12,2264.57,79.23,3517.0,260.11,166.78,-249.74,-1.5,-13.8,166.78,-1.71,-0.72,0.0,22.2,84.25,0,TRAIN,8.0
283,0.85,9.1,0.97,0.03,0.26,0.79,413.27,85.2,369.37,198.5,0.91,9.66,10.66,3.89,90.62,4.03,0.33,0.0,3.44,74.34,1.28,15.46,1.14,0.28,0.6,0.89,322.24,92.21,292.27,85.2,0.92,11.06,12.06,4.77,91.71,3.68,0.45,0.0,3.09,46.84,5.8,54.03,6.9,0.19,0.57,0.69,433.26,145.0,382.53,48.59,89.27,832.09,9.32,8.13,89.27,24.81,0.28,0.0,2.78,9.57,0,TRAIN,8.0
284,1.35,3.02,2.85,0.31,0.5,1.47,769.96,3.62,76.24,75.0,0.34,0.76,2.23,3.33,55.13,56.3,0.78,0.0,4.17,28.49,2.9,5.71,7.27,0.85,1.41,4.11,913.32,24.03,43.18,118.38,0.18,0.35,1.97,6.89,49.22,114.43,0.77,0.0,10.01,54.63,0.52,0.92,1.09,1.56,3.23,5.98,756.67,60.88,36.64,100.74,0.43,0.75,1.75,4.62,42.74,50.3,1.32,0.0,8.51,60.72,0,TRAIN,8.0
285,-106.14,28.43,-749.33,0.21,0.21,0.21,2576.9,0.0,12028.8,0.0,4.73,-1.27,-0.27,-106.14,473.28,-22.43,,0.0,0.0,0.0,66.53,99.51,88.23,2.69,2.69,2.69,482.76,0.0,158.23,0.0,33.15,49.58,1.5,67.18,33.15,200.7,6.22,0.0,0.85,0.95,-172.41,102.45,-50.69,0.01,0.05,0.33,107.02,12.21,283.73,77.13,268.08,-159.3,-0.59,-168.5,268.08,-63.21,-13.53,0.0,0.9,-1.88,0,TRAIN,8.0
286,44.48,73.85,62.06,1.0,1.28,1.5,509.31,57.52,198.86,43.34,0.4,0.66,1.66,46.34,39.77,118.95,1.8,0.0,2.59,35.18,16.32,29.59,39.72,0.52,0.69,0.9,885.71,63.3,379.65,81.69,0.43,0.79,1.81,17.03,44.84,46.04,1.0,0.0,1.72,6.6,0.84,1.45,4.8,0.25,1.03,1.09,2082.7,679.9,871.36,50.92,0.42,0.73,1.73,2.54,42.36,11.46,1.07,0.0,9.75,21.59,0,TRAIN,8.0
287,-1.31,-11.88,-1.09,0.33,1.12,1.12,165.89,212.03,267.03,,0.89,8.08,9.08,-1.31,88.98,-1.47,,0.0,0.0,0.0,-2.42,-92.05,-2.05,0.13,1.03,1.03,308.79,267.51,297.37,,0.97,37.06,38.06,-2.42,97.37,-2.48,,0.0,0.0,0.0,33.37,96.03,,0.71,1.53,1.53,192.35,102.42,124.13,,65.25,187.77,2.88,34.35,65.25,51.14,,0.0,0.37,1.61,0,TRAIN,8.0
288,0.15,0.23,0.27,0.7,1.41,1.77,635.11,126.32,177.3,64.8,0.33,0.5,1.5,5.49,33.46,37.9,1.43,0.0,9.28,-591.95,2.8,4.86,5.71,0.3,1.35,1.57,742.96,291.78,277.02,61.19,0.42,0.74,1.74,7.93,42.44,25.33,1.51,0.0,10.48,272.1,0.26,0.48,0.59,0.07,1.29,1.62,815.7,362.74,299.32,99.39,44.95,81.66,1.82,4.7,44.95,18.2,1.57,0.0,6.93,57.73,0,TRAIN,8.0
289,2.64,10.08,72.24,0.0,1.66,1.88,10006.34,5900.46,2659.93,800.57,0.72,2.75,3.82,14.05,73.85,8.77,0.82,9.23,312.93,-79.04,1.31,5.79,16.12,0.01,1.72,1.93,4469.0,2772.78,1025.29,350.37,0.75,3.32,4.41,14.34,77.33,6.82,0.78,13.39,159.9,-75.94,0.2,0.99,6.07,0.01,1.05,1.23,11155.13,5165.11,1349.13,865.42,0.66,3.3,5.0,8.38,66.02,4.46,0.91,32.83,177.28,-60.09,0,TRAIN,8.0
290,1.87,2.21,3.2,2.78,4.29,6.84,625.12,65.09,45.74,118.18,0.15,0.18,1.18,17.85,15.37,81.04,1.89,0.78,27.38,79.4,0.31,0.36,0.51,1.96,3.72,5.82,594.23,82.98,46.04,101.13,0.13,0.16,1.16,16.28,13.5,84.99,1.85,0.26,26.06,93.61,1.7,1.99,3.71,0.46,1.64,4.35,793.67,89.39,77.34,209.73,0.14,0.17,1.17,19.05,14.47,72.49,1.59,0.0,27.88,77.05,0,TRAIN,8.0
291,-0.29,-0.78,-0.98,0.39,2.05,2.42,1229.45,148.1,278.25,103.83,0.63,1.7,2.7,11.32,62.92,11.26,1.19,0.0,39.09,-123.99,-9.12,-400.73,-25.76,0.62,1.76,2.05,1027.68,78.3,257.44,73.6,0.98,42.93,43.93,4.03,97.72,0.45,0.31,0.0,37.13,-265.6,-0.75,-57.82,,0.33,8.3,9.44,865.61,200.67,45.9,52.53,0.99,75.67,76.67,12.91,98.7,10.21,1.9,0.0,23.14,132.32,0,TRAIN,8.0
292,-5.69,-7.16,-23.04,1.54,2.99,2.99,1478.43,44.65,30.9,0.0,0.07,0.09,1.26,4.62,20.5,15.53,0.91,0.0,41.77,100.01,-5.21,-6.56,,1.02,4.53,4.53,1688.87,152.8,43.61,,0.07,0.09,1.26,4.04,6.98,13.5,0.95,0.0,30.25,76.2,2.65,3.22,9.24,0.5,1.13,1.13,1269.56,120.6,191.0,,17.67,21.46,1.21,11.65,17.67,47.9,1.02,0.0,31.39,44.91,0,TRAIN,8.0
293,-24.08,-298.65,-85.52,0.02,-0.01,0.05,1296.35,-26.58,425.76,58.67,0.92,11.4,12.4,-14.19,91.94,-18.77,0.18,39.58,35.13,91.67,6.41,92.96,4.18,0.35,0.43,0.46,237.27,15.86,142.51,5.85,0.9,13.06,14.5,12.19,93.1,12.43,0.12,21.78,3.77,27.04,23.65,85.94,18.82,0.35,1.14,1.14,289.66,120.8,152.56,,72.47,263.3,3.63,26.46,72.47,36.13,0.98,10.13,1.64,5.25,0,TRAIN,8.0
294,-2.5,-16.58,-4.61,0.0,1.03,1.8,671.94,140.19,69.35,115.46,0.83,5.48,6.63,3.94,84.91,6.87,1.29,67.96,11.86,48.37,2.55,12.92,3.84,0.0,1.31,2.73,547.52,93.06,39.7,108.99,0.78,3.96,5.06,9.7,80.25,14.35,1.4,67.44,10.75,34.41,4.19,23.24,5.84,0.0,0.38,0.95,507.61,58.24,77.99,95.87,0.8,4.43,5.55,11.12,79.79,14.54,0.95,59.89,6.98,26.59,0,TRAIN,8.0
295,-50.96,58.61,-15.15,0.13,0.15,0.37,108.48,4.05,199.61,42.87,1.87,-2.15,-1.15,9.88,186.94,-23.82,-2.76,0.0,18.08,344.19,-38.64,-1736.11,-30.13,0.01,0.73,0.73,283.79,192.91,270.05,,0.98,43.93,44.93,-38.64,97.77,-33.58,0.12,0.0,0.0,0.0,32.27,95.55,,0.0,1.19,1.19,264.11,204.84,168.41,,66.23,196.12,2.96,32.27,66.23,59.93,1.61,1.32,0.0,0.0,0,TRAIN,8.0
296,14.76,41.67,7.53,0.06,0.7,0.87,186.26,74.82,103.06,20.97,0.65,1.82,2.82,27.28,64.58,52.91,0.81,7.37,6.39,23.39,8.85,21.79,5.1,0.36,1.08,1.13,209.76,88.63,103.95,5.83,0.59,1.46,2.46,20.72,59.4,37.89,1.25,9.29,6.84,30.25,9.01,14.98,5.77,0.88,1.91,1.95,233.02,94.72,78.47,3.85,0.4,0.66,1.66,23.71,39.83,63.27,2.71,5.78,9.41,31.59,0,TRAIN,8.0
297,0.92,1.21,0.62,0.01,2.1,2.22,247.8,93.8,19.15,5.66,0.24,0.32,1.32,36.12,24.42,54.14,1.42,12.76,23.96,66.58,0.62,0.78,0.55,0.01,2.05,2.13,324.38,128.06,15.61,5.35,0.21,0.26,1.26,31.64,20.79,57.09,1.4,14.77,27.64,69.18,2.05,5.5,,0.02,0.96,1.17,253.93,143.62,152.63,32.92,0.63,1.69,2.69,18.26,62.77,12.36,1.52,1.24,8.16,226.57,0,TRAIN,8.0
298,1.33,9.81,0.61,0.38,1.5,1.51,167.53,76.25,95.34,0.54,0.86,6.36,7.36,19.62,86.41,4.07,2.12,0.0,8.39,79.01,-35.8,-350.27,-30.08,0.16,1.15,1.17,305.9,184.18,194.29,3.46,0.9,8.79,9.79,-4.66,89.78,-36.48,0.66,3.6,26.17,186.57,22.26,64.3,16.3,0.33,1.7,1.73,266.51,134.55,107.66,3.89,0.65,1.89,2.89,51.56,65.38,39.32,1.69,3.35,15.8,141.74,0,TRAIN,8.0
299,-7.4,-31.54,-16.96,0.01,0.17,0.17,836.16,88.89,531.76,,0.77,3.26,4.26,4.37,76.53,4.71,0.39,0.0,26.98,58.41,-6.35,-29.63,-10.34,0.01,0.11,0.12,592.54,40.68,419.06,4.38,0.79,3.66,4.66,10.94,78.55,12.89,0.3,0.0,28.16,44.39,-5.92,-36.21,-9.09,0.01,0.11,0.12,559.08,45.51,448.4,4.27,0.84,5.12,6.12,18.49,83.66,12.98,0.19,0.0,27.19,45.1,0,TRAIN,8.0
300,0.03,0.12,0.05,0.19,0.29,0.84,638.44,42.66,343.18,234.17,0.69,3.0,4.36,9.96,77.08,16.96,0.55,13.07,17.38,132.94,11.66,37.41,12.58,0.15,0.33,0.83,392.54,40.38,223.74,113.85,0.64,2.04,3.21,20.98,68.82,38.21,0.71,0.0,10.04,32.41,11.07,23.76,15.83,0.0,0.38,0.99,520.55,88.44,225.05,144.53,47.94,102.92,2.15,22.65,47.94,46.46,0.89,2.1,11.98,38.9,0,TRAIN,8.0
301,21.64,25.07,19.78,1.44,3.64,4.34,333.6,59.11,26.83,18.9,0.14,0.16,1.16,33.41,13.7,194.25,1.42,4.94,10.76,49.09,4.7,7.29,8.31,0.22,0.93,2.32,644.24,38.51,54.12,75.95,0.36,0.55,1.55,17.13,35.61,40.27,1.14,26.52,22.02,509.93,0.02,0.03,0.02,0.23,0.36,0.87,424.65,17.75,42.28,68.31,0.33,0.5,1.5,20.36,33.45,53.47,0.93,22.37,17.41,69.67,0,TRAIN,8.0
302,6.53,8.78,8.13,0.16,0.71,2.27,454.89,43.83,75.96,125.77,0.24,0.32,1.34,27.39,25.62,75.17,1.36,1.13,26.0,67.26,2.63,3.76,4.0,0.09,0.51,1.82,554.61,44.92,105.07,143.0,0.29,0.42,1.43,23.04,30.22,41.49,1.22,3.27,31.11,85.51,0.3,0.48,0.5,0.09,0.5,1.57,609.71,56.31,98.3,144.94,0.36,0.58,1.6,20.34,36.17,25.16,1.16,11.67,23.97,68.62,0,TRAIN,8.0
303,0.03,0.3,0.01,0.0,0.75,1.98,108.87,37.22,49.8,62.12,0.88,7.65,8.69,21.34,88.49,5.19,6.61,0.0,6.35,71.51,0.21,3.14,0.09,0.27,1.08,1.96,146.25,54.91,49.96,60.22,0.92,13.49,14.68,14.16,93.19,3.76,6.37,12.1,5.6,70.38,1.73,6.7,0.62,0.04,0.5,1.34,129.7,38.2,75.31,71.14,0.73,2.81,3.87,16.86,72.65,6.54,2.75,6.82,3.82,63.05,0,TRAIN,8.0
304,-4.13,-7.81,-12.53,0.34,0.55,1.71,1106.72,45.93,145.48,280.77,0.38,0.71,1.89,9.8,47.1,21.91,1.1,8.5,42.26,142.91,-10.49,-20.49,-43.25,0.19,0.39,1.53,1500.88,79.37,203.41,457.35,0.41,0.8,1.95,3.92,48.81,7.58,1.11,12.89,59.42,349.48,-4.28,-7.31,-11.95,0.33,0.54,1.53,1016.85,59.02,143.25,280.95,0.35,0.6,1.71,11.67,35.0,24.34,1.15,13.85,31.8,176.61,0,TRAIN,8.0
305,42.76,92.13,64.48,0.74,0.74,0.74,550.37,,8.62,,0.02,0.04,2.15,42.76,53.59,2968.11,0.47,0.0,0.0,0.0,48.38,50.2,67.2,1.1,1.1,1.1,505.62,0.04,17.83,,0.04,0.04,1.04,48.38,3.62,1505.65,1.01,0.0,0.0,0.0,-5.82,-6.96,-146.9,0.11,0.11,0.11,9195.36,,1489.82,,0.16,0.2,1.2,-5.82,16.43,2.92,0.85,0.0,0.0,0.0,0,TRAIN,8.0
306,0.23,-1.23,62.3,0.25,8.62,8.62,100273.03,93931.92,11222.39,,1.18,-6.4,-5.41,0.23,118.5,0.44,41.23,55.06,0.0,0.0,1.14,115.51,-34.06,0.26,7.96,8.34,-10878.9,-9741.4,-1263.96,-486.71,0.99,100.22,101.35,1.14,99.01,1.47,44.9,51.4,0.0,0.0,-1.72,-516.2,13.52,0.22,5.32,6.41,-2858.7,-2203.04,-432.01,-471.16,99.67,29889.37,299.89,-1.72,99.67,-1.38,40.01,40.46,0.0,0.0,0,TRAIN,8.0
307,0.57,12.83,0.46,0.29,1.05,1.05,296.27,212.56,278.39,,0.96,21.44,22.44,0.57,95.54,0.6,,0.0,0.0,0.0,0.37,9.67,0.39,0.3,1.04,1.04,382.49,267.65,363.84,,0.96,25.17,26.17,14.88,96.18,0.38,,0.0,15.24,95.41,2.9,43.86,7.67,0.33,1.07,1.07,962.7,654.83,889.14,,93.38,1411.65,15.12,17.32,93.38,3.11,,0.0,38.14,83.25,0,TRAIN,8.0
308,0.06,0.8,0.05,0.01,0.93,0.93,285.62,235.7,242.31,1.23,0.92,12.05,13.05,4.29,92.34,3.26,0.79,4.92,3.31,49.45,0.38,2.83,0.14,0.01,0.92,0.93,131.06,99.65,96.53,1.13,0.87,6.44,7.44,8.81,86.56,3.59,0.7,10.67,3.03,30.08,3.97,19.8,,0.01,0.78,0.82,103.8,39.88,72.21,3.16,0.8,3.99,4.99,17.53,79.97,10.0,0.79,5.03,2.83,36.49,0,TRAIN,8.0
309,2.1,4.79,5.33,0.01,0.56,0.96,926.87,140.7,103.25,102.27,0.42,0.97,2.28,30.79,56.19,35.63,0.79,16.42,72.85,99.44,0.49,1.1,1.24,0.01,0.43,1.11,920.05,115.64,68.26,182.97,0.45,1.01,2.25,27.05,55.52,26.08,0.88,22.07,67.12,88.49,0.21,0.51,0.36,0.0,0.54,1.18,612.97,88.6,94.77,104.94,0.5,1.22,2.42,31.03,50.35,23.17,0.96,21.9,37.34,66.83,0,TRAIN,8.0
310,0.83,3.1,0.38,0.5,1.28,1.37,168.03,93.43,120.66,11.9,0.73,2.72,3.72,9.77,73.12,1.57,,0.0,4.11,53.71,0.15,0.42,0.06,0.91,1.21,1.33,138.1,30.77,102.44,12.68,0.63,1.73,2.73,15.9,63.33,0.24,,0.0,5.97,51.83,-0.27,-1.76,-0.14,0.41,1.03,1.09,186.55,98.72,169.57,9.38,0.84,5.44,6.45,15.55,84.43,-0.32,,0.0,5.93,64.24,0,TRAIN,8.0
311,2.05,22.46,0.95,0.09,1.53,1.53,169.49,100.98,69.71,0.0,0.91,9.94,10.94,25.0,90.86,6.55,1.61,16.73,10.66,67.4,-38.99,166.32,-27.95,-0.45,1.19,1.19,260.92,197.23,119.86,0.0,1.23,-5.27,-4.27,-6.71,123.44,-27.58,1.2,22.32,23.13,568.45,-55.53,72.76,,0.17,0.71,0.71,143.45,66.42,126.1,,1.76,-2.31,-1.31,-21.56,176.32,-30.29,0.26,0.0,9.34,-176.96,0,TRAIN,8.0
312,0.26,0.5,0.62,0.11,0.15,1.06,877.52,10.74,163.07,321.35,0.49,0.96,1.96,5.86,48.9,9.97,1.03,21.64,13.48,88.26,0.01,0.01,0.01,0.01,0.25,1.17,775.3,61.14,139.03,251.63,0.45,0.8,1.8,5.37,44.55,11.17,1.04,16.72,11.42,94.45,0.38,0.77,1.28,0.02,0.44,1.51,1223.69,171.28,304.38,437.52,0.5,1.02,2.02,5.45,50.45,10.0,1.09,8.69,12.23,106.2,0,TRAIN,8.0
313,6.79,9.8,6.33,0.64,2.16,2.43,340.14,157.33,103.11,28.3,0.31,0.44,1.44,11.94,30.74,69.22,2.75,0.0,4.8,83.77,4.42,12.04,7.25,0.18,0.62,0.83,596.29,132.66,300.23,63.67,0.63,1.72,2.72,9.72,63.27,18.15,0.7,0.0,8.68,73.64,4.95,13.22,5.63,0.1,0.82,0.88,414.48,183.34,227.04,14.02,62.57,167.2,2.67,8.24,62.57,12.19,0.84,6.39,3.75,121.67,0,TRAIN,8.0
314,-4.11,-6.87,-11.58,0.22,0.57,4.9,1028.38,23.35,67.26,295.82,0.23,0.39,1.67,7.87,40.14,22.13,1.13,15.63,33.76,122.59,-3.86,-6.81,-10.32,0.39,0.69,3.62,974.09,24.88,83.28,246.98,0.28,0.5,1.76,8.04,43.33,15.94,1.11,18.08,31.83,138.22,0.01,0.02,0.03,0.12,0.28,1.29,879.5,32.59,49.99,207.65,0.26,0.43,1.66,13.48,25.74,33.73,0.89,17.97,23.85,79.62,0,TRAIN,8.0
315,-0.48,-57.38,-8.35,0.45,2.05,2.05,6370.6,409.88,175.16,0.0,0.99,118.9,119.9,-0.48,99.17,0.08,0.84,53.8,0.0,0.0,7.21,16.43,13.17,0.16,1.49,2.07,664.91,110.83,82.82,47.82,0.53,1.2,2.28,13.26,52.86,23.65,1.14,37.88,7.92,24.16,1.46,3.2,3.61,0.23,1.17,1.33,902.26,138.95,148.37,24.39,0.51,1.13,2.19,9.78,51.44,13.91,1.04,33.16,14.75,92.99,0,TRAIN,8.0
316,1.07,1.43,1.25,0.43,0.91,2.97,429.11,36.0,52.82,160.36,0.24,0.32,1.34,24.67,25.54,47.32,1.74,9.26,27.75,80.7,2.75,3.71,2.96,0.59,1.7,3.85,392.42,64.26,45.23,126.44,0.23,0.32,1.35,29.64,26.04,56.36,1.94,9.86,29.0,84.44,0.18,0.25,0.23,0.32,1.01,3.0,473.27,60.39,34.22,176.1,0.27,0.38,1.39,24.8,27.04,46.1,1.84,18.12,22.3,65.03,0,TRAIN,8.0
317,1.48,4.26,2.47,0.02,0.37,0.99,610.56,74.6,140.06,134.96,0.65,1.88,2.88,19.79,65.34,20.4,0.99,33.36,30.63,91.13,0.0,0.02,0.01,0.01,0.23,0.9,747.47,64.7,200.21,204.11,0.69,2.27,3.28,16.73,69.52,16.76,0.94,25.81,34.35,94.04,0.3,0.91,0.5,0.0,0.27,1.0,612.0,65.68,223.12,182.2,0.65,2.0,3.06,19.19,65.25,18.23,0.97,13.64,23.19,62.05,0,TRAIN,8.0
318,8.63,9.31,25.02,3.71,5.64,14.6,1058.01,57.86,30.23,274.69,0.07,0.08,1.08,16.38,7.25,242.96,1.68,0.0,22.47,45.92,6.37,6.9,16.8,7.84,8.45,14.93,959.61,15.54,26.31,172.82,0.08,0.08,1.08,14.62,7.61,171.28,1.66,0.0,21.75,77.63,6.82,7.36,38.01,5.17,6.07,16.67,2030.09,46.76,52.65,557.71,0.07,0.08,1.08,14.72,7.36,180.87,1.73,0.0,31.76,55.02,0,TRAIN,8.0
319,-5.25,-7.5,-198.3,3.32,3.33,3.33,7217.85,40.91,4090.91,,0.3,0.43,1.43,-5.25,30.07,-17.45,,0.0,0.0,0.0,67.21,90.54,46.01,2.3,2.82,2.82,249.17,32.62,62.92,,0.26,0.35,1.35,91.97,25.77,296.73,2.67,0.0,16.95,18.83,56.65,63.54,45.87,4.67,5.7,5.7,294.72,31.96,31.03,,0.11,0.12,1.12,78.33,10.83,598.99,2.27,0.0,17.55,19.66,0,TRAIN,8.0
320,-4.59,113.32,-127.19,5.59,6.13,6.13,10123.37,71.66,133.39,,1.04,-25.71,-24.71,-4.59,104.05,-4.41,1.07,0.0,0.0,0.0,-1.0,20.1,-18.23,16.64,16.27,16.27,6636.94,-11.36,31.48,,1.05,-21.07,-20.1,-1.0,104.98,-0.95,1.07,0.0,0.0,0.0,1.08,-50.75,,0.64,1.12,1.12,4900.94,30.24,63.83,,1.02,-47.73,-47.03,1.08,101.5,2.43,0.99,0.0,0.0,0.0,0,TRAIN,8.0
321,1.03,9.64,5.53,-0.01,0.31,0.36,1953.2,397.31,1245.78,59.04,0.77,7.22,9.34,2.01,89.29,13.43,0.32,5.46,5.23,13.19,1.26,18.46,4.07,-0.03,0.22,0.32,1178.77,221.31,808.65,95.98,0.82,12.03,14.7,2.4,93.2,10.88,0.15,10.63,3.7,14.59,2.0,23.22,4.27,0.01,0.41,0.5,777.08,207.44,505.45,48.62,69.34,805.68,11.62,3.25,69.34,13.56,0.16,1.57,2.0,11.52,0,TRAIN,8.0
322,2.02,21.08,0.38,0.1,0.99,0.99,68.16,51.84,58.25,,0.9,9.42,10.42,92.83,90.41,9.52,0.83,0.0,16.96,122.46,2.03,19.17,0.46,0.68,1.08,1.08,82.16,28.11,69.52,,0.89,8.43,9.43,86.65,89.4,7.71,1.72,0.0,19.1,87.58,7.24,28.65,,0.91,1.35,1.35,57.15,17.04,38.34,,0.75,2.96,3.96,131.71,74.75,18.16,4.11,0.0,13.91,60.07,0,TRAIN,8.0
323,0.03,19.21,30.46,0.0,0.0,0.0,211298.04,,320388.19,,1.0,561.24,562.24,0.03,99.82,0.09,0.0,0.0,0.0,0.0,-1.01,107.1,-2.23,4.12,24.44,24.44,806.97,290.59,14.3,,1.01,-107.29,-106.29,-1.01,100.94,-0.94,35.62,0.0,0.0,0.0,-1.39,41.54,-5.83,0.0,0.67,0.67,1523.88,989.37,1487.08,,1.0,-29.86,-29.82,-1.39,100.15,-1.19,-0.1,0.0,0.0,0.0,0,TRAIN,8.0
324,2.81,4.19,5.26,0.01,1.06,1.86,682.97,144.49,123.63,111.99,0.22,0.33,1.49,29.21,32.8,92.42,1.09,2.1,49.4,320.92,-3.67,-5.56,-7.87,0.04,0.78,1.96,779.55,127.69,172.37,203.99,0.25,0.37,1.51,27.11,24.5,56.26,1.19,0.0,47.4,492.81,3.33,6.84,7.59,0.01,1.18,1.48,829.45,419.93,136.43,108.8,0.46,0.94,2.06,26.04,45.58,25.21,1.4,27.24,37.6,174.81,0,TRAIN,8.0
325,0.33,0.83,7.72,0.18,0.55,1.28,8658.83,973.4,1992.26,2014.28,0.36,0.92,2.56,9.2,60.9,29.85,0.69,8.56,210.57,-88.35,0.44,1.45,19.05,0.09,0.47,1.04,15935.86,2023.38,3957.87,3141.84,0.56,1.87,3.33,7.43,69.96,15.95,0.78,28.14,306.36,-62.23,0.39,2.02,31.47,0.01,0.44,0.79,29562.6,4758.57,1896.77,3791.92,0.65,3.38,5.2,4.63,64.9,9.97,0.64,40.88,248.07,-67.87,0,TRAIN,8.0
326,2.15,3.58,6.37,0.06,0.64,2.02,1080.64,184.27,225.23,449.28,0.33,0.55,1.66,17.69,39.85,34.17,1.58,9.01,46.0,106.34,2.3,3.62,6.64,0.0,0.55,2.23,1051.73,153.4,183.63,482.99,0.31,0.49,1.58,19.31,36.55,36.13,1.68,9.95,49.16,104.62,2.45,3.72,7.08,0.09,0.63,2.34,1051.58,155.49,172.77,487.68,0.31,0.46,1.52,19.82,30.55,28.82,1.91,10.89,36.3,80.43,0,TRAIN,8.0
327,-0.93,-47.11,-53.29,0.14,0.3,0.34,21021.26,1564.09,2527.01,376.28,0.98,49.92,50.92,-0.93,98.04,-0.93,0.64,33.95,0.0,0.0,-1.26,-128.77,-72.9,0.04,0.98,1.01,21069.95,7461.99,1997.06,250.51,0.69,70.96,102.26,-1.02,99.02,-0.27,0.53,38.94,14.03,147.21,-8.31,-4513.3,,5.81,12.05,12.49,7147.06,352.19,56.43,24.87,66.33,36008.93,542.86,-5.4,66.33,-4.28,0.73,17.11,35.28,967.74,0,TRAIN,8.0
328,-8.17,-15.88,-4.33,0.07,3.69,3.7,193.7,62.65,24.43,0.18,0.49,0.95,1.95,17.27,48.59,-2.15,1.11,0.0,13.5,97.84,-9.84,-26.79,-5.9,0.25,1.78,1.79,218.45,65.3,59.6,0.94,0.63,1.72,2.72,15.8,63.28,-6.24,0.93,0.0,15.39,81.62,-3.15,-9.25,,0.01,1.4,1.5,301.09,51.67,96.97,9.65,0.66,1.93,2.93,19.87,65.92,4.13,0.9,0.0,13.99,58.78,0,TRAIN,8.0
329,37.8,72.41,41.51,1.74,2.36,2.36,400.91,87.65,139.64,0.15,0.47,0.91,1.92,42.3,47.8,81.03,3.88,0.0,4.94,8.82,3.42,18.73,6.26,0.84,1.18,1.19,665.63,162.99,467.45,1.81,0.81,4.45,5.47,6.94,81.72,4.77,1.83,0.0,6.42,51.73,3.46,16.99,,0.51,1.28,1.29,640.65,70.64,403.99,1.06,79.37,389.15,4.9,6.58,79.37,4.94,2.21,0.0,3.87,40.59,0,TRAIN,8.0
