Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
1067,2.31,8.28,3.03,0.0,1.1,1.26,477.69,156.43,78.57,22.91,0.72,2.58,3.58,19.22,72.06,10.22,1.07,51.64,22.19,57.97,0.02,0.06,0.03,0.01,0.31,0.48,431.96,85.49,90.39,46.88,0.67,2.03,3.03,20.97,67.05,9.05,0.48,45.01,17.58,46.45,-1.86,-9.65,-3.3,0.01,0.66,0.67,646.31,105.14,72.76,1.97,0.81,4.18,5.18,8.41,80.71,2.56,0.82,62.67,12.93,43.34,0,TRAIN,3.0
1068,-9.37,-37.88,-10.68,0.05,0.13,0.71,414.73,20.49,242.89,140.85,0.66,2.68,4.04,18.43,75.26,8.77,0.52,4.07,31.68,244.41,5.48,19.06,5.76,0.23,0.31,0.89,382.24,18.07,229.4,134.1,0.64,2.21,3.48,30.86,63.64,24.68,0.64,0.2,19.05,90.67,-6.99,-30.95,-8.66,0.35,0.58,2.75,450.88,16.54,73.74,173.1,0.7,3.11,4.42,18.78,70.35,3.84,1.46,2.88,22.7,152.98,0,TRAIN,3.0
1069,0.08,0.52,0.58,0.07,1.79,2.06,2571.55,396.0,174.01,60.7,0.51,3.24,6.34,7.81,84.24,14.01,0.62,2.17,54.58,222.62,0.1,0.64,0.74,0.18,2.23,2.65,2722.44,371.9,92.04,76.23,0.49,3.17,6.45,7.8,49.16,13.98,0.63,3.33,41.51,220.61,0.02,0.14,0.15,0.2,2.11,2.68,2570.06,248.23,108.66,74.09,0.47,3.22,6.81,7.66,47.25,4.17,0.57,0.85,38.94,208.39,0,TRAIN,3.0
1070,12.43,12.96,21.25,20.11,24.52,24.52,622.43,110.82,25.1,,0.04,0.04,1.04,18.55,4.08,304.77,,0.0,10.47,15.64,15.71,16.33,34.3,26.51,26.51,26.51,794.47,,29.64,,0.04,0.04,1.04,18.31,3.77,416.52,,0.0,5.66,11.33,13.5,14.7,42.67,9.5,12.23,12.23,1150.34,253.44,93.06,,0.08,0.09,1.09,14.09,8.18,165.06,,0.0,1.86,3.27,0,TRAIN,3.0
1071,0.12,0.45,0.27,0.0,0.61,0.71,816.4,216.94,356.0,35.31,0.61,2.24,3.68,5.91,72.83,14.55,0.52,0.17,12.99,86.53,0.29,0.98,0.93,0.17,0.65,0.78,1154.86,212.07,443.48,57.1,0.58,1.96,3.36,5.04,58.37,14.47,0.56,0.0,10.36,113.12,0.18,0.59,2.28,0.0,0.38,0.55,4495.89,681.26,1819.97,314.74,0.58,1.85,3.19,4.98,57.78,13.35,0.53,0.0,41.37,136.69,0,TRAIN,3.0
1072,-6.17,-8.5,-10.4,1.7,5.22,5.37,614.11,207.87,74.7,10.69,0.27,0.38,1.38,4.23,27.47,-1.46,2.6,0.0,17.54,78.75,1.71,2.05,1.39,7.13,14.22,14.57,297.14,42.18,11.2,3.94,0.17,0.2,1.2,14.55,16.82,38.08,2.18,0.0,7.57,41.26,10.15,13.25,5.65,0.2,3.79,3.94,202.55,95.43,32.25,4.8,0.23,0.31,1.31,20.25,23.44,54.7,2.32,0.0,3.9,25.44,0,TRAIN,3.0
1073,0.3,0.38,0.68,2.54,3.41,6.17,815.48,55.66,61.01,178.98,0.13,0.16,1.25,15.79,20.13,71.08,1.65,0.36,34.7,101.8,2.53,3.1,5.16,3.3,3.98,7.64,744.13,34.9,51.67,189.24,0.12,0.15,1.23,19.47,12.08,85.84,1.84,0.0,25.3,63.43,-8.82,-10.69,-18.75,2.92,3.74,8.83,773.64,33.71,41.29,210.18,0.11,0.13,1.21,10.24,10.86,-8.78,1.67,0.0,29.05,168.76,0,TRAIN,3.0
1074,2.38,6.16,2.15,0.77,1.68,1.91,329.79,94.0,138.0,32.62,0.6,1.56,2.59,26.03,61.45,6.98,2.96,0.45,21.43,80.34,2.47,4.86,1.77,0.25,2.22,2.89,261.08,100.69,55.03,45.45,0.47,0.93,1.96,35.39,47.5,11.5,2.96,4.97,17.3,65.42,-0.27,-0.82,-0.2,0.11,1.51,1.62,273.91,161.15,116.33,13.39,0.66,1.97,3.0,25.46,65.53,3.38,2.22,6.37,14.28,59.05,0,TRAIN,3.0
1075,13.98,17.22,14.74,8.0,18.07,18.07,383.68,206.02,20.45,,0.19,0.23,1.23,21.44,18.84,80.18,31.99,0.0,7.87,20.14,21.45,26.31,25.47,4.91,6.86,6.86,432.2,119.97,61.7,,0.18,0.23,1.23,27.57,18.49,120.53,78.22,0.0,7.27,17.5,1.81,2.37,2.66,4.23,6.87,6.87,534.09,202.66,76.69,,0.24,0.31,1.31,7.47,23.57,10.93,401.13,0.0,8.3,28.76,0,TRAIN,3.0
1076,1.31,5.79,16.12,0.01,1.72,1.93,4469.0,2772.78,1025.29,350.37,0.75,3.32,4.41,14.34,77.33,6.82,0.78,13.39,159.9,-75.94,0.2,0.99,6.07,0.01,1.05,1.23,11155.13,5165.11,1349.13,865.42,0.66,3.3,5.0,8.38,66.02,4.46,0.91,32.83,177.28,-60.09,0.56,2.37,20.16,0.04,0.86,1.09,13177.11,3653.26,1973.54,1008.04,0.55,2.35,4.26,10.74,55.25,6.82,0.7,19.08,260.02,-58.08,0,TRAIN,3.0
1077,59.95,87.43,10.24,1.44,1.49,1.49,62.18,1.03,19.32,0.0,0.31,0.46,1.46,64.88,31.43,221.21,1.3,0.0,0.84,5.24,-17.57,-21.62,-14.19,0.07,1.13,1.13,293.93,57.53,54.39,,0.19,0.23,1.23,-17.57,18.72,-7.22,1.03,0.0,0.0,0.0,24.78,51.12,26.82,0.14,1.09,1.09,394.04,189.81,200.8,,0.52,1.06,2.06,25.54,51.53,61.76,1.1,0.0,0.83,1.95,0,TRAIN,3.0
1078,-3.42,-4.35,-4.02,2.22,3.84,7.53,427.52,60.51,39.19,146.61,0.16,0.21,1.27,30.38,21.38,59.03,2.82,0.0,39.7,119.17,-11.84,-14.56,-12.41,3.95,5.63,11.02,381.38,34.55,22.79,122.84,0.13,0.16,1.23,29.32,12.79,27.64,2.59,0.0,30.49,112.99,0.36,0.43,0.39,8.24,10.14,20.2,390.67,22.25,14.43,145.17,0.08,0.1,1.17,41.82,8.34,128.7,3.61,0.0,30.96,80.08,0,TRAIN,3.0
1079,-64.71,-65.56,-314.29,76.5,76.5,76.5,1491.14,,22.86,,0.01,0.01,1.01,-51.57,1.31,-4950.0,,0.0,63.81,-32.84,17.41,25.63,10.99,3.12,3.12,3.12,229.75,,72.94,,0.32,0.47,1.47,25.5,32.1,54.22,,0.0,5.11,22.56,42.4,45.39,18.41,15.14,15.14,15.14,158.04,,10.32,,0.07,0.07,1.07,48.47,6.61,641.83,,0.0,2.64,10.75,0,TRAIN,3.0
1080,3.76,3.21,1.39,-4.96,-4.96,-4.96,134.39,,-22.61,,-0.17,-0.15,0.85,10.16,-17.01,-22.11,,0.0,2.36,22.04,7.09,16.31,,1.54,1.68,1.68,244.77,20.08,136.85,,0.57,1.3,2.3,8.37,56.53,12.54,,0.0,0.66,6.36,18.1,23.21,,3.05,4.28,4.28,114.46,30.48,24.65,,0.22,0.28,1.28,80.61,22.03,82.16,,0.0,14.53,48.89,0,TRAIN,3.0
1081,5.2,5.29,3.71,64.6,64.6,64.6,104.02,,3.97,,0.02,0.02,1.02,5.2,1.55,336.14,,0.0,0.0,0.0,-180.15,-571.63,-14.13,0.58,0.58,0.58,28.56,,19.34,,0.68,2.17,3.17,-180.15,68.48,-263.06,,0.0,0.0,0.0,4.54,57.35,2.78,0.48,0.48,0.48,223.08,,18.37,,0.92,11.63,12.63,4.54,92.08,24.38,0.69,53.67,0.0,0.0,0,TRAIN,3.0
1082,19.8,20.19,21.7,47.36,61.29,66.76,398.81,69.7,5.0,27.76,0.02,0.02,1.02,35.53,1.9,1776.95,6.42,0.0,17.23,48.02,4.96,5.1,4.58,21.29,43.84,48.0,336.34,142.32,6.31,26.22,0.03,0.03,1.03,29.14,2.91,594.7,10.92,0.0,16.12,92.74,22.68,23.42,29.75,17.95,31.61,43.04,477.46,144.26,10.56,120.74,0.03,0.03,1.03,41.34,3.15,816.9,26.05,0.0,16.18,43.66,0,TRAIN,3.0
1083,0.12,1.2,0.11,0.02,1.0,1.48,340.92,112.67,66.68,55.91,0.82,8.12,9.92,13.3,89.92,9.24,1.16,14.42,12.34,67.15,0.32,2.3,0.18,0.02,0.75,1.15,208.13,49.98,39.03,27.34,0.77,5.52,7.15,20.69,77.21,13.78,0.93,14.51,8.75,51.27,3.2,17.31,1.85,0.02,0.55,0.78,210.07,54.72,60.26,23.49,0.74,3.99,5.4,29.22,73.91,17.43,0.69,20.43,11.41,51.06,0,TRAIN,3.0
1084,14.87,31.78,7.66,2.48,2.56,2.6,187.47,3.84,46.51,1.79,0.53,1.14,2.14,34.61,53.22,64.71,1.38,0.0,10.17,33.54,1.96,7.44,0.94,1.28,1.47,1.48,174.14,19.75,101.28,0.19,0.74,2.79,3.79,15.75,73.63,12.32,2.05,0.0,4.76,38.99,2.18,6.11,1.44,0.74,1.85,1.85,241.14,119.59,107.84,0.11,0.64,1.81,2.81,16.49,64.4,16.58,2.25,0.0,7.24,41.68,0,TRAIN,3.0
1085,0.61,18.32,0.23,0.18,1.77,1.97,136.72,73.57,46.29,9.31,96.65,2899.47,30.0,35.69,96.67,4.76,0.76,10.37,13.17,84.86,1.61,32.46,,0.16,1.43,1.94,106.96,58.7,44.74,23.52,0.95,19.22,20.22,37.48,95.05,7.4,0.7,5.76,7.65,56.78,3.13,19.96,,0.72,2.97,2.98,74.32,46.08,15.74,0.29,0.84,5.38,6.38,32.55,84.33,10.92,1.56,15.0,4.47,52.36,0,TRAIN,3.0
1086,1.85,2.13,5.56,6.44,7.29,8.72,1092.34,71.98,84.96,123.53,0.13,0.15,1.15,13.98,12.96,62.4,2.92,0.0,36.41,109.7,4.12,4.63,15.17,9.22,10.17,12.82,1338.68,71.84,75.15,199.5,0.11,0.12,1.12,16.14,10.79,97.56,3.45,0.0,32.12,69.03,-0.01,-0.01,-0.02,10.29,12.02,14.29,1146.43,99.41,57.21,129.56,0.1,0.11,1.12,13.34,10.19,66.5,3.38,0.0,30.52,101.37,0,TRAIN,3.0
1087,-0.79,-0.87,-2.71,103.97,103.97,147.69,550.56,,8.18,362.47,0.01,0.01,1.1,-0.79,9.11,-119.44,,0.0,0.0,0.0,1.91,4.36,1.66,0.22,1.78,1.78,316.64,274.35,176.24,,56.28,128.71,2.29,1.91,56.28,3.39,,0.0,0.0,0.0,6.7,7.89,38.08,1.91,6.66,6.66,2067.25,1457.6,307.2,,15.03,17.68,1.18,6.7,15.03,44.62,,0.0,0.0,0.0,0,TRAIN,3.0
1088,-3.22,-6.07,-3.87,2.13,2.13,2.13,326.27,,202.43,,0.47,0.88,1.88,1.05,46.88,-6.88,,0.0,5.12,7.12,8.0,23.31,8.81,0.87,1.52,1.52,400.65,170.37,260.23,,0.66,1.91,2.91,11.35,65.67,12.18,,0.0,3.68,4.6,-279.62,-2706.85,-692.52,1.12,1.12,1.12,901.5,,799.49,,0.9,8.68,9.68,-249.01,89.67,-311.84,,0.0,75.82,-14.35,0,TRAIN,3.0
1089,-1.11,-1.58,-6.64,0.04,0.48,0.48,2169.71,133.79,221.95,,0.29,0.42,1.42,-0.87,29.49,16.73,0.92,3.61,1.47,2.35,-0.65,-0.94,-3.9,0.25,0.69,0.69,2193.11,90.25,206.14,0.0,0.31,0.45,1.45,0.96,31.11,18.17,0.97,0.0,6.77,12.96,-2.75,-4.03,-18.82,0.12,0.36,0.36,2490.44,54.86,231.22,,0.32,0.46,1.46,-0.04,31.68,3.65,0.94,0.0,13.77,38.87,0,TRAIN,3.0
1090,1.16,1.68,1.84,1.71,2.54,2.72,578.61,31.79,168.17,30.75,0.31,0.45,1.45,28.94,31.24,15.82,3.54,0.0,44.16,80.63,3.95,6.34,2.91,1.4,2.21,2.24,267.79,35.12,94.42,3.15,0.38,0.6,1.6,82.98,37.61,18.13,3.2,0.0,50.76,78.19,7.6,12.42,6.96,1.23,2.05,2.09,333.01,40.9,121.13,4.04,0.39,0.63,1.63,62.43,38.8,27.55,2.73,0.0,41.39,65.05,0,TRAIN,3.0
1091,-10.87,-561.53,-18.01,0.05,0.66,1.02,603.05,354.09,582.63,212.08,0.98,50.63,51.66,-3.64,98.06,-11.09,,0.0,11.98,-103.42,3.05,57.96,,0.12,0.64,1.06,465.11,225.45,432.57,182.48,0.95,18.01,19.02,11.36,94.68,3.22,,0.0,7.83,51.95,1.1,6.92,,0.14,0.72,1.19,473.84,225.69,391.06,185.7,0.84,5.3,6.3,12.97,84.13,1.3,,0.0,11.41,47.69,0,TRAIN,3.0
1092,35.2,828.86,86.17,0.36,0.47,0.47,815.17,97.78,843.84,,95.75,2254.72,23.55,35.2,95.75,39.94,0.08,0.0,0.0,0.0,19.54,85.78,68.66,0.69,0.78,0.78,1279.07,94.58,976.89,,77.22,339.04,4.39,19.54,77.22,28.31,0.58,0.0,0.0,0.0,12.28,37.69,60.45,0.64,0.69,0.69,1791.26,55.79,1194.12,,67.4,206.79,3.07,12.28,67.4,23.34,0.61,0.0,0.0,0.0,0,TRAIN,3.0
1093,5.05,15.34,2.71,0.51,0.66,1.49,82.1,19.45,129.54,109.38,0.67,2.04,3.04,6.19,67.06,7.54,,0.0,0.61,11.69,15.03,45.97,4.02,0.85,0.95,1.49,97.44,5.65,64.68,35.22,0.67,2.06,3.06,18.94,67.3,22.34,,0.0,1.04,15.53,16.84,26.78,4.5,1.01,1.16,2.71,97.16,5.59,35.46,54.84,0.37,0.59,1.59,25.09,37.11,45.39,,0.0,2.2,25.07,0,TRAIN,3.0
1094,6.39,23.97,2.72,0.62,1.56,1.57,155.06,40.44,42.62,0.65,0.73,2.75,3.75,21.68,73.35,31.45,1.31,3.31,6.51,33.33,5.09,16.87,2.13,0.93,1.26,1.5,152.33,14.85,45.23,10.72,0.7,2.31,3.31,21.85,69.82,36.6,1.29,8.99,4.75,23.56,5.15,15.11,2.16,0.46,1.13,1.44,152.77,30.09,44.21,13.38,0.66,1.94,2.94,23.69,65.93,38.79,1.23,5.59,5.31,25.55,0,TRAIN,3.0
1095,0.07,0.13,0.14,0.06,0.65,1.47,790.25,78.18,88.59,110.31,0.35,0.68,1.95,22.63,48.75,26.18,0.92,19.14,48.98,132.09,0.93,1.72,1.67,0.06,0.79,1.68,652.12,73.91,70.53,90.89,0.33,0.61,1.85,27.65,33.1,29.17,0.96,16.72,34.33,92.37,0.55,1.06,1.15,0.03,0.88,1.51,765.99,140.72,85.91,103.54,0.36,0.7,1.95,25.94,36.04,22.24,0.96,19.77,38.44,97.82,0,TRAIN,3.0
1096,-43.89,-915.49,-29.97,0.1,0.61,0.65,248.51,111.1,196.55,10.04,0.95,19.86,20.86,2.39,95.21,-42.97,0.15,9.57,31.6,341.32,0.37,7.52,0.25,0.07,0.74,0.77,245.95,148.29,218.85,6.96,0.95,19.45,20.45,45.25,95.11,2.73,0.22,0.0,22.01,66.43,2.22,26.63,0.67,0.13,0.64,0.69,110.23,42.98,84.22,4.84,0.92,10.99,11.99,60.7,91.66,7.42,0.4,0.0,12.88,57.81,0,TRAIN,3.0
1097,0.97,0.97,1.96,337.6,337.6,337.6,374.44,0.0,2.16,0.0,0.0,0.0,1.0,0.97,0.3,326.67,,0.0,0.0,0.0,14.85,17.35,17.15,7.26,6.96,6.96,420.24,-17.94,59.47,,0.14,0.17,1.17,22.27,14.39,103.21,,0.06,8.56,25.09,12.79,16.02,8.22,4.99,4.99,4.99,233.9,,46.16,,0.2,0.25,1.25,29.87,20.12,63.59,,0.08,10.97,46.32,0,TRAIN,3.0
1098,7.08,186.01,4.42,0.72,0.93,0.95,227.41,41.66,197.7,3.03,0.96,25.29,26.29,8.59,96.2,11.5,0.73,0.01,0.95,14.19,11.4,68.02,11.37,0.83,0.91,0.93,363.08,23.79,261.22,4.34,0.83,4.97,5.97,12.79,83.24,22.39,0.73,10.35,1.02,4.14,9.91,43.6,,0.7,0.78,0.79,435.22,27.52,236.6,3.98,0.77,3.4,4.4,11.06,77.27,24.58,0.59,22.28,1.02,3.65,0,TRAIN,3.0
1099,5.21,8.75,9.19,0.58,2.99,2.99,642.32,200.1,158.48,0.0,0.41,0.68,1.68,31.26,40.54,22.06,2.92,0.0,45.98,82.78,0.26,0.38,0.5,1.27,4.6,4.6,689.38,167.8,109.04,0.0,0.31,0.45,1.45,31.4,31.13,10.37,3.14,0.0,43.21,73.05,1.99,2.57,4.48,1.18,5.23,5.23,818.3,309.9,114.77,,0.23,0.29,1.29,29.83,22.5,22.22,3.34,0.0,45.86,63.4,0,TRAIN,3.0
1100,7.94,9.66,12.3,2.15,3.27,5.45,563.77,57.27,51.11,113.17,0.12,0.15,1.22,23.37,17.78,191.37,1.69,0.0,23.89,66.36,11.85,13.43,20.18,5.51,6.81,11.04,619.91,38.99,31.26,132.5,0.07,0.08,1.13,26.82,7.18,340.09,2.05,0.0,18.74,45.05,9.71,10.91,18.6,2.97,5.75,8.94,697.31,108.51,39.59,126.21,0.07,0.08,1.12,23.88,7.5,275.44,1.85,0.0,19.81,50.88,0,TRAIN,3.0
1101,1.21,1.24,1.22,38.07,47.91,47.91,155.85,74.79,7.6,,0.03,0.03,1.03,1.21,3.04,39.62,,0.0,0.0,0.0,28.05,33.28,,0.77,6.59,6.59,123.23,107.21,18.44,0.0,0.16,0.19,1.19,40.43,15.72,178.45,,0.0,3.24,19.27,21.26,34.25,,3.3,4.67,4.67,180.24,52.23,17.25,,0.38,0.61,1.61,44.75,37.91,56.08,,28.15,8.91,32.82,0,TRAIN,3.0
1102,1.57,6.43,0.99,0.02,0.77,0.9,228.45,114.59,116.53,22.7,0.76,3.09,4.09,60.81,75.55,9.16,0.73,20.92,37.18,91.56,1.67,7.08,1.15,0.04,0.52,0.98,250.1,86.86,136.31,85.56,0.76,3.24,4.24,53.44,76.42,8.45,0.9,18.74,25.35,54.94,0.96,6.71,1.21,0.03,0.27,1.03,458.1,93.18,122.3,288.12,0.86,6.0,7.0,32.56,85.7,3.71,1.06,57.23,28.39,59.0,0,TRAIN,3.0
1103,12.63,14.06,34.88,9.34,9.83,9.83,364.59,49.28,101.17,,0.1,0.11,1.11,12.63,10.17,124.13,,0.0,0.0,0.0,27.44,33.09,69.33,3.08,5.86,5.86,919.65,432.0,155.28,,0.17,0.21,1.21,27.44,17.07,160.73,,0.0,0.0,0.0,19.53,22.46,69.94,5.1,7.67,7.67,1303.63,432.0,168.0,,0.13,0.15,1.15,19.53,13.03,149.88,,0.0,0.0,0.0,0,TRAIN,3.0
1104,5.36,16.26,1.77,0.34,1.16,1.49,120.0,58.03,66.6,23.72,0.67,2.03,3.03,21.82,67.04,10.67,3.71,10.6,5.43,61.1,1.93,7.64,0.62,0.27,1.12,1.21,116.38,63.43,72.24,6.57,0.75,2.96,3.96,14.36,74.72,8.0,1.65,5.07,2.86,40.0,0.04,0.13,0.01,0.85,1.42,1.53,76.35,22.23,35.37,4.16,0.68,2.13,3.13,18.14,68.05,12.25,2.33,15.75,2.84,32.42,0,TRAIN,3.0
1105,5.55,24.69,2.1,0.14,1.29,1.29,113.58,121.3,105.2,0.18,0.78,3.45,4.45,18.14,77.5,7.17,,0.0,4.75,61.5,-8.01,-80.55,,0.02,0.79,0.79,240.94,164.61,214.49,,0.9,9.06,10.06,6.6,90.06,-0.45,0.35,0.0,7.15,46.84,4.06,50.44,,0.25,1.0,1.0,284.44,193.04,258.65,0.12,0.92,11.44,12.44,4.06,91.96,8.38,1.02,0.0,0.0,0.0,0,TRAIN,3.0
1106,25.01,39.4,9.24,0.38,2.11,2.11,134.44,82.96,47.97,,0.37,0.58,1.58,71.17,36.52,106.62,2.69,0.0,17.05,47.2,4.91,5.41,2.2,7.81,9.27,9.27,163.23,19.48,13.26,,0.09,0.1,1.1,80.61,9.14,145.46,3.86,0.0,33.94,77.91,-9.99,-12.25,-5.67,0.81,4.41,4.41,206.75,126.75,35.23,,0.18,0.23,1.23,63.03,18.49,-54.01,3.45,0.0,41.47,106.78,0,TRAIN,3.0
1107,4.13,8.21,2.99,0.1,1.92,1.99,263.31,214.85,84.75,7.85,0.5,0.99,1.99,36.41,49.69,18.77,5.56,12.81,23.35,72.73,2.12,5.31,1.75,0.72,1.66,1.71,299.91,156.82,137.63,7.73,0.6,1.5,2.5,31.55,60.05,12.1,9.91,9.45,17.51,51.87,6.0,12.87,3.21,0.37,2.02,2.08,195.02,149.45,76.87,5.55,0.53,1.15,2.15,58.14,53.39,16.64,23.37,7.15,21.32,56.34,0,TRAIN,3.0
1108,0.22,1.12,1.18,0.04,0.45,0.75,1990.11,495.0,1140.44,379.71,0.72,3.75,5.18,4.15,80.71,6.44,0.55,10.23,21.5,88.95,0.48,2.39,1.8,0.0,0.55,0.87,1381.3,441.76,628.27,257.66,73.1,367.71,5.03,4.38,73.1,6.7,0.69,13.47,10.25,33.29,-3.31,-16.51,-15.35,0.0,0.59,0.94,1686.57,495.65,585.91,295.28,71.56,356.68,4.98,0.82,71.56,2.44,0.7,15.45,13.67,307.51,0,TRAIN,3.0
1109,60.61,78.05,36.06,3.58,4.48,4.48,216.59,42.84,47.86,,0.22,0.29,1.29,60.61,22.34,271.27,,0.0,0.0,0.0,2.97,12.74,2.17,0.81,1.15,1.15,265.62,67.98,201.43,,0.77,3.29,4.29,3.88,76.68,3.88,1.91,0.0,0.66,9.5,33.77,64.95,17.54,1.92,2.74,2.74,189.1,39.39,48.19,,0.48,0.92,1.92,33.81,48.0,88.54,2.51,0.0,0.02,0.09,0,TRAIN,3.0
1110,-1.47,-9.79,-1.54,0.74,0.93,0.93,382.42,60.88,319.89,,0.85,5.64,6.67,-1.47,85.01,20.92,0.7,0.0,0.0,0.0,-3.25,-25.46,,0.89,1.04,1.04,394.63,52.77,338.63,0.0,0.87,6.79,7.83,-3.25,86.76,11.98,1.4,0.0,0.0,0.0,10.5,46.22,,1.0,1.29,1.29,422.07,94.88,321.25,,0.77,3.39,4.4,10.5,76.96,24.94,,0.0,0.0,0.0,0,TRAIN,3.0
1111,0.12,1.06,0.13,0.32,0.88,0.91,409.46,197.32,353.79,13.33,0.89,7.86,8.87,6.52,88.73,3.77,0.61,0.0,7.2,64.7,0.09,1.13,,0.2,0.52,0.55,632.73,185.51,574.89,17.64,0.92,12.06,13.06,5.94,92.34,2.99,0.16,0.0,7.58,45.52,0.08,1.02,0.13,0.3,0.48,0.52,590.04,99.52,532.88,17.36,0.92,11.24,12.25,6.32,91.72,3.51,0.16,0.0,7.66,37.31,0,TRAIN,3.0
1112,21.17,24.33,27.47,7.24,7.71,7.71,472.28,28.35,60.6,,0.13,0.15,1.15,21.17,12.97,163.2,,0.0,0.0,0.0,27.46,32.26,27.51,6.1,6.72,6.72,364.68,33.55,53.63,,0.15,0.17,1.17,27.46,14.87,184.68,,0.0,0.0,0.0,-58.13,-70.96,-37.15,4.7,5.53,5.53,232.61,34.67,41.6,,0.18,0.22,1.22,-58.13,18.08,-321.46,,0.0,0.0,0.0,0,TRAIN,3.0
1113,0.53,1.31,0.55,0.05,0.92,1.35,374.83,188.41,91.11,95.98,0.59,1.47,2.47,9.74,59.49,4.34,2.03,34.14,9.48,71.04,0.19,0.56,0.23,0.01,1.08,1.53,458.52,266.07,120.9,111.56,0.67,2.0,3.0,8.5,66.63,1.98,3.02,33.02,7.77,47.27,-7.08,-15.76,-3.0,0.13,1.13,1.68,154.15,72.41,50.75,39.73,0.55,1.23,2.23,6.06,55.1,-1.49,3.63,20.05,4.01,48.33,0,TRAIN,3.0
1114,-3.0,-37.16,-3.57,0.22,3.59,4.03,434.03,173.11,50.48,23.44,0.92,11.4,12.4,9.14,91.94,7.57,1.73,8.82,14.47,51.35,7.48,52.43,7.38,0.26,4.56,5.11,358.98,137.82,32.07,17.8,85.73,600.55,7.01,18.9,85.73,20.68,1.73,13.17,7.97,22.18,11.88,52.78,11.03,0.28,1.35,1.44,337.75,104.45,97.62,8.42,77.49,344.18,4.44,25.09,77.49,27.81,1.31,1.87,8.62,20.18,0,TRAIN,3.0
1115,13.39,82.88,39.92,0.95,1.13,1.41,1085.14,71.0,393.92,111.66,0.84,5.19,6.19,19.58,83.84,47.68,1.31,0.0,18.44,-78.99,7.01,33.76,22.54,1.05,1.18,1.3,1170.22,47.58,393.99,48.34,0.79,3.81,4.81,12.31,79.23,30.43,1.19,0.0,13.04,-31.37,0.33,1.59,7.34,0.61,0.67,0.96,8035.91,222.91,3424.29,989.07,0.79,3.78,4.78,8.49,79.1,20.98,0.97,0.0,135.21,-19.92,0,TRAIN,3.0
1116,29.51,44.02,27.45,1.62,1.97,1.97,338.55,38.44,110.39,,0.33,0.49,1.49,29.62,32.97,97.97,1.92,0.0,0.1,0.28,15.46,24.43,14.68,0.31,2.23,2.23,345.76,240.55,125.57,,0.37,0.58,1.58,16.26,36.72,60.4,3.48,0.0,0.76,2.8,27.91,37.96,26.2,2.7,3.46,3.46,341.71,68.78,89.52,,0.26,0.36,1.36,28.72,26.49,123.66,8.91,0.0,0.76,1.86,0,TRAIN,3.0
1117,-0.19,-10.96,-0.48,0.04,0.37,0.37,928.01,289.65,860.11,,0.98,57.63,58.63,-0.06,98.29,11.35,0.1,0.0,0.32,1.59,1.1,41.2,2.31,0.01,0.42,0.46,761.96,297.65,688.87,23.7,0.97,36.41,37.41,1.1,97.33,16.94,0.09,3.52,0.0,0.0,1.89,7.55,6.21,0.29,0.56,0.58,1197.35,237.17,683.07,23.18,0.75,3.0,4.0,2.06,75.0,19.77,0.45,17.04,0.57,2.11,0,TRAIN,3.0
1118,-13.26,-70.54,-17.67,0.17,0.35,1.04,485.2,56.27,203.17,210.54,0.7,3.71,5.32,3.44,81.2,-5.33,0.73,24.18,22.25,-340.38,7.58,28.04,7.19,0.21,0.47,1.13,345.15,53.99,89.57,138.48,0.63,2.34,3.7,25.57,63.35,21.26,0.92,35.4,12.25,249.13,0.74,2.47,0.46,0.15,0.21,0.93,225.29,8.48,73.66,93.71,0.6,2.02,3.34,19.89,60.37,9.07,0.7,25.1,8.63,583.03,0,TRAIN,3.0
1119,32.24,879.21,8.28,0.01,1.04,1.04,93.54,70.54,87.63,0.1,0.96,26.27,27.27,41.28,96.33,34.01,2.71,0.0,2.32,22.13,8.76,73.97,,0.01,1.13,1.13,305.51,241.31,264.77,0.08,88.16,744.73,8.45,16.67,88.16,10.48,11.83,0.0,4.89,28.63,2.95,40.65,1.08,0.0,1.08,1.08,133.9,104.76,121.93,,92.73,1275.94,13.76,9.24,92.73,3.46,,0.0,1.67,61.01,0,TRAIN,3.0
1120,24.79,43.42,6.66,0.95,1.25,2.35,97.75,7.16,19.64,31.04,0.43,0.75,1.75,32.12,42.91,77.91,2.19,8.34,1.97,14.51,24.96,32.1,8.8,1.5,1.65,3.4,128.39,4.17,22.48,49.44,22.25,28.61,1.29,32.93,22.25,153.43,3.18,4.55,2.81,14.91,11.01,12.59,4.69,3.4,4.02,6.73,155.19,11.85,17.55,52.29,12.55,14.35,1.14,15.0,12.55,155.63,5.63,1.12,1.7,13.82,0,TRAIN,3.0
