Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
923,1.52,10.79,0.52,0.01,0.99,1.16,123.6,101.97,104.99,19.07,0.86,6.09,7.09,1.52,85.89,1.77,,0.0,0.0,0.0,0.27,5.79,0.38,0.02,0.69,1.05,519.05,327.51,281.88,175.47,0.95,20.61,21.61,0.27,95.37,0.28,,40.31,0.0,0.0,0.13,2.11,0.18,0.02,0.51,1.06,501.14,226.23,197.05,259.96,0.94,14.8,15.8,0.13,93.67,0.14,,53.91,0.0,0.0,0,TRAIN,0.0
924,0.53,1.06,1.18,-0.15,1.12,1.97,805.27,154.63,120.56,104.3,0.31,0.63,2.0,13.78,50.06,28.3,0.93,10.86,29.31,100.97,-3.49,-6.36,-6.54,-0.46,0.94,2.32,684.88,98.06,69.3,97.27,0.26,0.47,1.82,11.99,45.14,25.44,0.91,8.52,29.04,127.48,0.44,0.92,0.9,0.01,0.54,1.15,737.53,97.09,160.69,113.46,0.37,0.76,2.08,13.47,51.85,26.69,0.83,10.27,26.4,93.94,0,TRAIN,0.0
925,31.4,45.72,37.02,2.99,3.37,3.37,429.13,40.28,105.94,,0.31,0.46,1.46,40.61,31.32,195.81,4.86,0.0,10.86,11.21,14.89,17.48,37.3,5.24,6.34,6.34,914.14,140.18,127.22,,0.15,0.17,1.17,23.0,14.78,136.71,8.18,0.0,20.31,21.98,-0.88,-1.13,-2.46,2.21,4.37,4.37,1018.11,466.07,215.73,,0.22,0.28,1.28,24.28,22.11,11.34,12.45,0.0,70.36,79.99,0,TRAIN,0.0
926,4.57,6.93,5.79,0.06,0.78,1.6,461.67,73.54,63.82,84.22,0.3,0.46,1.52,24.15,34.12,74.72,1.15,14.8,24.83,69.32,0.41,0.58,0.59,0.11,0.7,1.75,519.17,62.74,60.16,114.93,0.27,0.38,1.42,20.73,29.41,61.25,1.21,11.9,28.9,99.58,0.12,0.17,0.15,0.05,0.76,1.97,445.59,59.67,71.72,103.66,0.25,0.34,1.37,22.03,27.22,62.88,1.26,2.78,26.81,87.67,0,TRAIN,0.0
927,14.51,87.24,16.77,0.96,1.91,2.13,332.84,86.81,91.4,20.94,0.83,5.01,6.01,20.1,83.37,27.79,1.47,0.0,6.46,16.52,14.89,83.17,7.68,1.88,3.19,3.59,188.33,41.39,31.51,12.77,0.82,4.59,5.59,31.0,82.1,37.01,2.0,0.0,8.31,31.05,14.42,58.47,9.93,0.2,0.96,1.09,250.68,82.06,40.33,14.45,0.75,3.06,4.06,22.53,75.34,36.12,1.02,27.12,5.59,19.04,0,TRAIN,0.0
928,12.95,24.97,6.97,0.58,1.3,1.43,195.75,63.54,66.71,11.95,0.48,0.93,1.93,42.39,48.13,38.72,1.56,11.44,15.83,54.2,1.55,4.31,1.12,0.1,1.1,1.23,264.3,160.22,84.49,21.95,0.64,1.79,2.79,26.32,64.13,10.04,1.56,29.17,17.94,71.46,-5.97,-26.39,-7.65,0.01,0.54,1.03,466.82,181.76,115.54,168.61,0.77,3.42,4.42,10.82,77.39,-3.43,1.05,51.01,21.53,103.11,0,TRAIN,0.0
929,6.78,49.38,2.69,0.02,1.24,1.24,144.19,98.28,82.4,,0.86,6.28,7.28,22.42,86.27,13.61,2.68,17.02,6.19,42.13,9.04,61.17,4.63,0.01,1.6,1.6,186.77,169.74,97.94,,0.85,5.76,6.76,21.52,85.21,14.1,6.06,7.34,6.38,49.08,1.83,11.15,0.61,0.29,1.73,1.73,120.73,96.42,66.86,,0.84,5.1,6.1,15.11,83.61,4.88,5.97,0.09,4.4,69.88,0,TRAIN,0.0
930,1.35,10.26,9.06,0.5,0.81,1.0,2435.02,350.73,1147.75,222.81,0.48,3.61,7.57,1.35,86.79,27.51,0.26,0.0,0.0,0.0,9.24,35.27,26.74,0.06,1.02,1.71,1056.19,271.28,284.69,198.63,0.27,1.04,3.82,9.24,73.8,90.65,0.5,0.0,0.0,0.0,0.55,6.16,16.17,0.59,0.62,0.8,10704.74,104.38,4402.09,814.89,0.81,9.11,11.2,0.56,91.07,17.18,0.73,0.0,0.16,-0.06,0,TRAIN,0.0
931,-3.58,240.03,-1.95,0.04,0.23,0.5,198.43,38.4,176.54,53.58,1.01,-68.11,-67.11,5.02,101.49,6.79,-0.03,11.47,4.69,326.73,-15.16,92.88,-12.05,0.05,0.1,0.42,290.11,17.92,332.09,106.87,1.16,-7.13,-6.13,-9.04,116.32,-4.42,-0.32,0.0,4.86,-49.99,-15.17,42.78,-9.96,0.08,0.11,0.39,238.87,10.22,319.77,91.97,1.35,-3.82,-2.82,-7.95,135.46,1.9,-0.76,0.0,4.74,-55.49,0,TRAIN,0.0
932,1.73,11.84,1.19,0.47,1.1,1.12,250.92,103.0,102.35,2.56,0.74,5.07,6.84,30.86,85.38,19.21,0.64,23.92,20.08,87.24,-0.2,-1.38,-0.12,0.2,0.99,1.22,217.4,116.21,93.52,34.84,0.75,5.3,7.06,38.15,85.84,18.48,1.08,25.19,22.84,93.49,-0.34,-2.35,-0.19,0.02,0.84,1.18,210.36,125.02,108.06,53.41,0.81,5.69,7.0,59.42,85.72,14.7,1.36,21.77,34.53,128.78,0,TRAIN,0.0
933,0.39,1.13,1.28,0.58,1.62,3.87,1201.07,192.37,185.34,422.1,0.65,1.88,2.91,41.49,65.59,19.5,2.08,0.0,135.63,964.2,-21.86,-140.42,-52.52,0.96,1.97,3.1,877.08,172.32,171.41,196.02,0.84,5.37,6.42,25.2,84.43,-2.35,2.04,0.0,113.08,-170.79,-11.76,-8752.27,-36.29,0.04,1.1,1.51,1123.33,528.24,255.44,209.13,0.99,738.86,744.22,26.8,99.87,-2.23,1.61,22.19,119.0,-720.77,0,TRAIN,0.0
934,10.84,95.77,8.18,0.35,0.96,0.96,274.59,145.76,240.67,0.0,0.89,7.83,8.83,13.21,88.68,22.79,0.78,0.0,1.78,13.46,6.66,24.09,5.2,0.69,1.2,1.2,284.99,104.02,203.02,,0.72,2.61,3.61,15.67,72.33,31.22,2.45,0.0,7.03,44.25,18.28,29.99,81.87,2.32,2.38,2.38,1629.9,39.17,626.48,,0.39,0.64,1.64,18.67,39.03,75.29,9.57,0.0,1.72,13.52,0,TRAIN,0.0
935,4.43,23.82,1.92,0.67,1.65,1.65,157.8,85.29,87.64,0.0,0.81,4.38,5.38,19.02,81.42,20.67,6.76,24.94,6.32,40.45,-7.29,-32.44,-3.57,0.07,1.44,1.54,178.89,152.49,111.33,11.49,0.78,3.45,4.45,17.14,77.52,7.22,48.53,13.62,11.97,70.65,1.43,4.0,0.74,0.42,1.27,1.56,189.29,25.06,118.32,34.11,0.64,1.8,2.8,33.65,64.23,2.67,65.57,0.0,16.75,83.77,0,TRAIN,0.0
936,53.39,64.0,26.08,2.87,4.52,4.52,177.82,47.68,28.96,0.0,0.17,0.2,1.2,96.15,16.58,321.97,3.27,0.0,20.89,41.94,16.23,19.16,9.55,0.66,1.68,1.68,214.89,32.45,31.82,,0.15,0.18,1.18,71.13,15.3,106.08,1.14,0.0,32.32,72.45,22.18,26.47,13.67,3.24,4.23,4.23,224.41,35.31,35.38,,0.16,0.19,1.19,63.93,16.2,188.79,2.65,0.0,25.74,40.3,0,TRAIN,0.0
937,0.35,2.77,0.34,0.06,1.18,1.18,350.51,250.53,224.48,,0.87,6.95,7.95,0.35,87.43,20.79,1.49,0.0,0.0,0.0,1.41,5.55,1.18,0.29,2.82,2.82,306.23,239.37,94.45,,0.75,2.93,3.93,1.41,74.58,46.43,5.81,0.0,0.0,0.0,1.14,3.55,0.78,3.78,5.65,5.65,248.04,68.59,36.71,,0.68,2.11,3.11,1.14,67.82,1.68,5.89,0.0,0.0,0.0,0,TRAIN,0.0
938,-0.06,-1.87,-0.18,0.33,0.85,0.85,1088.2,466.75,827.56,,0.97,29.65,30.65,-0.06,96.74,2.86,0.51,12.71,0.0,0.0,-1.07,-24.08,-33.55,0.06,0.78,0.78,11434.33,7789.28,10776.13,0.0,0.96,21.49,22.49,-1.07,95.55,-1.12,0.17,0.0,0.0,0.0,-1.44,-13.38,-1.75,0.22,1.29,1.29,442.95,335.61,334.79,0.0,0.76,7.11,9.31,-1.44,89.26,6.08,10.02,0.0,0.0,0.0,0,TRAIN,0.0
939,7.14,126.69,7.86,0.01,0.06,0.9,400.62,13.8,301.26,260.61,0.92,16.37,17.74,38.11,94.36,18.44,0.33,1.75,34.08,68.57,-2.03,-120.62,-4.53,0.0,0.31,1.0,814.75,225.2,713.88,504.87,0.98,58.11,59.39,21.61,98.32,2.01,0.19,0.81,52.76,108.52,-5.4,108.75,-12.29,0.01,0.44,0.92,827.94,353.21,792.79,394.48,1.05,-21.13,-20.13,16.09,104.97,-3.7,-0.68,2.21,48.9,146.37,0,TRAIN,0.0
940,3.26,7.88,66.98,0.19,0.9,1.33,7476.8,2053.8,2911.32,1278.92,0.53,1.27,2.42,12.25,58.61,26.63,0.88,0.0,184.7,-22.47,2.47,8.56,13.92,0.32,0.36,0.73,2056.12,41.24,1089.74,408.76,0.66,2.29,3.46,13.49,71.12,22.32,0.59,0.0,62.05,-76.34,2.41,9.58,31.85,0.11,0.68,1.03,4817.91,1726.89,1930.66,1072.27,0.72,2.87,3.98,10.36,74.88,15.77,0.74,22.94,105.33,-93.31,0,TRAIN,0.0
941,-11.97,90.01,-8.89,0.15,1.3,1.38,270.3,164.79,175.99,14.92,1.13,-8.52,-7.52,2.86,113.29,-8.62,-1.54,0.0,11.01,129.36,21.17,138.18,9.1,0.01,1.2,1.23,156.95,124.72,112.48,3.25,0.85,5.53,6.53,31.14,84.68,26.42,4.86,0.0,4.29,27.6,17.14,48.71,10.21,0.23,1.49,1.53,216.92,156.36,136.18,6.2,0.65,1.84,2.84,28.95,64.81,28.69,15.41,0.0,7.04,32.85,0,TRAIN,0.0
942,18.51,39.53,3.66,0.47,1.93,1.93,71.94,5.5,35.23,,0.53,1.14,2.14,90.02,53.18,57.04,,0.0,14.13,65.35,39.46,62.97,11.14,1.76,2.74,2.74,103.08,2.74,35.74,0.0,0.37,0.6,1.6,63.2,37.33,105.71,45.86,0.0,6.7,30.26,20.94,25.82,6.73,2.35,4.69,4.69,117.01,47.26,20.18,0.0,0.19,0.23,1.23,43.73,18.91,128.15,5.0,0.0,7.33,38.76,0,TRAIN,0.0
943,0.25,0.79,0.39,0.06,0.25,0.62,575.42,41.74,226.04,84.69,0.57,1.82,3.19,20.65,68.63,22.29,0.6,11.53,32.24,171.99,0.27,0.95,0.48,0.02,0.16,0.52,647.12,37.39,248.02,99.31,0.62,2.16,3.48,17.09,71.25,17.86,0.56,12.06,29.82,165.22,0.35,1.15,0.57,0.01,0.15,0.48,592.94,40.83,264.08,96.2,0.61,2.0,3.26,18.13,69.32,18.63,0.53,10.14,28.95,196.7,0,TRAIN,0.0
944,2.76,29.82,0.67,0.25,1.06,1.1,88.63,63.57,79.26,3.81,0.91,9.8,10.8,58.51,90.74,3.04,,0.0,13.57,92.99,0.46,8.43,0.19,0.24,1.02,1.02,153.79,110.06,141.03,0.13,0.95,17.27,18.27,34.93,94.53,0.59,1.22,0.0,14.53,95.55,0.1,2.28,0.06,0.23,0.97,1.02,232.56,163.56,220.05,10.32,0.96,22.47,23.47,23.4,95.74,1.03,1.67,0.0,14.89,93.61,0,TRAIN,0.0
945,3.52,41.54,7.55,0.07,1.06,1.07,781.55,699.97,704.35,8.24,0.92,10.81,11.81,11.08,91.53,6.16,4.39,0.0,16.25,54.47,1.62,16.34,4.86,0.09,1.07,1.1,1096.66,942.77,969.8,35.82,0.9,9.11,10.11,9.89,90.11,3.0,11.47,0.0,24.85,72.31,0.78,7.91,1.57,0.06,1.08,1.1,732.55,662.75,648.65,15.53,0.9,9.14,10.14,7.96,90.13,1.61,9.21,0.0,14.44,67.97,0,TRAIN,0.0
946,-4.66,1.13,-2.17,0.06,0.15,0.15,169.94,78.62,861.67,0.0,5.13,-1.24,-0.24,-4.66,512.68,4.66,-17.37,0.0,0.0,0.0,4.35,-0.36,1.22,0.08,0.08,0.08,102.15,0.99,1312.97,,13.03,-1.08,-0.08,4.35,1303.12,5.67,,0.0,0.0,0.0,19.51,159.1,18.92,0.02,1.14,1.14,353.1,341.72,306.4,,0.88,7.16,8.16,19.51,87.74,22.23,,0.0,0.0,0.0,0,TRAIN,0.0
947,-0.46,-5.05,-18.4,0.04,0.04,0.46,14447.53,36.42,11776.48,4971.68,0.85,9.21,10.9,8.12,90.82,2.65,0.15,0.0,340.82,-71.45,-4.1,-76.53,-11.67,0.02,0.03,0.42,1038.53,11.33,936.7,369.03,0.92,17.07,18.65,5.04,94.64,-0.1,0.09,0.0,26.02,-67.4,-224.75,109.35,-213.74,0.01,0.04,0.04,346.17,32.67,1044.82,,3.06,-1.49,-0.49,-198.97,305.53,-68.83,-2.32,0.0,24.52,-15.62,0,TRAIN,0.0
948,53.22,55.46,47.97,14.45,14.72,19.55,328.1,,6.43,31.46,0.04,0.04,1.04,53.22,4.04,1393.23,1.57,0.0,0.0,0.0,28.08,37.19,28.39,1.28,2.18,2.44,369.03,80.37,89.17,23.17,0.24,0.32,1.32,28.08,24.5,125.56,1.87,0.0,0.0,0.0,22.03,29.37,25.95,0.26,1.36,1.77,428.76,116.77,106.06,44.05,0.25,0.33,1.33,22.03,25.01,95.58,1.34,0.0,0.0,0.0,0,TRAIN,0.0
949,1.2,2.83,2.55,-0.78,-0.65,1.46,775.56,23.81,186.17,398.4,0.5,1.19,2.37,30.95,57.73,4.46,1.04,0.0,63.4,-2364.88,16.21,32.39,28.41,0.0,0.15,1.78,639.62,29.77,126.1,329.11,0.47,0.94,2.0,40.92,49.95,76.55,1.49,11.67,43.3,117.48,-9.24,-19.56,-17.33,0.01,0.11,1.45,682.9,28.22,150.38,357.06,0.51,1.09,2.12,22.47,52.77,15.12,1.35,16.81,59.5,-504.44,0,TRAIN,0.0
950,-17.3,-19.68,-80.8,4.95,6.61,10.28,1699.67,153.18,47.8,344.97,0.11,0.12,1.14,7.37,12.06,-34.93,2.12,5.2,115.22,-473.26,-6.34,-7.26,-23.99,5.09,5.84,10.23,1381.08,57.27,56.59,341.27,0.11,0.13,1.15,19.29,12.71,66.83,2.16,2.69,96.99,449.03,-8.51,-10.63,-29.82,2.04,2.7,5.12,1275.4,86.02,64.35,321.49,0.16,0.2,1.25,18.34,19.92,35.99,1.8,6.72,94.06,870.38,0,TRAIN,0.0
951,0.74,1.07,0.77,0.04,0.97,1.5,378.47,87.97,86.09,50.51,0.31,0.44,1.44,15.76,30.55,19.48,1.19,2.13,15.62,63.06,1.41,1.97,1.44,0.67,1.4,1.92,374.41,62.18,85.11,44.63,0.29,0.4,1.4,16.8,28.63,21.25,1.36,0.0,15.79,54.54,0.22,0.32,0.3,0.07,0.85,1.49,505.83,94.91,96.2,80.39,0.32,0.48,1.48,15.93,32.46,22.34,1.18,7.89,21.84,60.13,0,TRAIN,0.0
952,0.01,0.2,0.02,0.64,0.86,0.86,574.57,116.07,532.95,0.0,0.94,15.91,16.91,16.01,94.09,0.01,0.31,0.0,25.25,92.84,0.19,2.96,0.22,0.63,0.85,0.85,427.06,87.87,394.35,,0.94,14.68,15.68,17.43,93.62,0.2,0.32,0.0,20.17,91.88,-10.0,152.73,-12.67,0.36,0.94,0.94,460.96,279.01,485.75,,1.07,-16.27,-15.27,-1.62,106.55,0.82,,0.0,10.62,84.12,0,TRAIN,0.0
953,-2.63,-6.29,-7.83,0.0,0.17,0.98,1083.15,57.04,200.53,289.58,0.53,1.26,2.39,15.43,58.16,4.72,0.89,30.31,53.73,292.24,-2.51,-6.43,-6.88,0.0,0.24,1.12,999.85,65.04,140.05,248.61,0.5,1.28,2.56,15.75,60.96,6.11,0.83,29.62,50.03,256.32,-3.04,-8.05,-9.09,0.0,0.2,0.88,1087.26,72.54,189.51,255.68,0.52,1.37,2.65,15.49,62.2,4.68,0.74,28.3,55.36,397.45,0,TRAIN,0.0
954,1.4,9.05,2.0,0.09,0.41,0.79,520.49,139.4,435.1,166.06,0.85,5.46,6.46,1.4,84.52,12.64,0.47,0.0,0.0,0.0,0.82,4.43,0.7,0.18,0.23,0.8,311.91,12.44,250.85,144.62,0.82,4.42,5.42,24.87,81.54,15.02,0.53,0.0,20.56,246.78,12.28,50.81,11.46,0.41,0.52,0.76,339.75,30.01,254.79,60.28,0.76,3.14,4.14,23.97,75.83,28.53,0.57,0.0,10.91,62.14,0,TRAIN,0.0
955,1.25,12.97,0.29,0.08,1.38,1.43,86.03,72.4,57.22,2.92,0.9,9.41,10.41,9.88,90.4,3.21,7.6,0.0,2.04,69.24,0.93,7.92,1.22,0.0,1.7,1.72,479.87,444.55,260.5,4.79,0.88,7.55,8.55,6.37,88.3,3.01,9.54,1.29,7.16,54.44,1.76,12.85,1.04,0.05,1.32,1.34,214.47,185.62,155.16,2.17,0.85,6.23,7.31,6.77,86.31,3.5,11.96,0.0,2.95,68.87,0,TRAIN,0.0
956,5.07,5.29,3.55,24.15,25.0,25.0,254.63,8.47,10.08,,0.04,0.04,1.04,106.2,4.0,126.82,,0.0,70.74,92.7,2.17,2.31,2.28,15.9,16.44,16.44,383.6,12.43,23.01,,0.06,0.06,1.06,92.67,6.08,35.71,,0.0,95.11,95.11,2.6,3.08,2.69,5.97,6.32,6.32,377.8,20.7,46.35,,0.16,0.19,1.19,28.89,15.83,16.4,,3.43,27.29,84.11,0,TRAIN,0.0
957,6.11,14.78,1.85,0.26,1.11,1.11,110.14,38.51,45.21,,0.59,1.42,2.42,89.15,58.65,72.13,1.06,0.0,25.12,62.86,6.83,14.26,1.7,0.56,1.75,1.75,91.06,43.51,36.58,0.0,0.52,1.08,2.09,120.71,52.07,71.96,1.99,0.0,28.41,73.66,3.64,17.15,1.36,0.21,1.05,1.05,136.58,86.82,102.87,,0.79,3.72,4.72,45.11,78.8,18.84,1.16,0.0,11.6,52.14,0,TRAIN,0.0
958,0.62,2.2,1.27,0.2,0.56,0.83,749.15,120.36,298.58,91.68,0.72,2.56,3.56,10.16,71.94,0.86,2.32,5.47,19.65,-27.22,0.24,1.23,1.43,0.16,0.5,0.71,2141.01,271.64,801.29,175.31,0.8,4.03,5.03,4.43,80.13,0.3,1.16,23.84,24.54,-37.49,0.39,1.96,13.72,0.16,0.81,1.01,12802.86,5269.19,5588.29,1667.17,0.8,4.02,5.02,0.39,80.09,0.49,0.59,20.23,0.0,0.0,0,TRAIN,0.0
959,1.4,2.02,1.77,0.0,1.03,4.0,461.24,53.96,36.58,157.78,0.25,0.36,1.44,16.98,30.59,46.61,1.55,14.1,19.74,65.24,-11.96,-18.1,-16.83,0.0,0.31,2.71,513.48,30.49,52.86,240.59,0.3,0.45,1.51,3.56,33.89,7.04,1.61,17.63,21.84,135.16,-2.46,-3.87,-3.17,0.01,0.65,2.34,469.53,77.0,82.21,205.84,0.33,0.53,1.58,12.82,36.57,25.61,1.78,14.81,19.7,128.49,0,TRAIN,0.0
960,1.09,1.68,0.78,0.04,0.61,1.72,260.01,51.27,50.33,101.41,0.35,0.54,1.54,6.32,35.12,6.14,1.64,15.42,3.74,38.37,0.32,0.68,0.38,0.03,0.47,1.89,436.29,72.15,165.13,237.18,0.53,1.13,2.14,3.32,53.23,2.05,2.22,14.51,3.59,37.81,0.48,0.81,0.23,0.2,0.27,2.3,170.41,3.23,46.28,95.02,0.41,0.69,1.69,12.46,40.67,11.19,1.97,13.03,5.61,55.36,0,TRAIN,0.0
961,-5.5,-68.32,-38705.37,0.0,0.63,0.63,2561227.78,3465.76,489767.11,17.56,0.92,11.42,12.42,-4.57,91.95,-5.93,0.88,10.41,6574.96,-175.63,-0.08,-1.98,-651.84,0.02,0.66,0.66,3045765.46,493532.72,485875.8,8.86,0.96,24.41,25.41,0.78,96.06,-0.06,0.89,9.58,7173.3,-197.41,-64.29,131.69,-784.21,0.0,0.74,0.74,4440.15,1480.97,2017.57,,1.49,-3.05,-2.05,-60.92,148.82,-43.15,0.82,0.0,41.15,67.93,0,TRAIN,0.0
962,0.7,3.13,0.62,0.25,1.21,1.28,320.06,236.79,245.39,18.39,0.78,3.46,4.46,35.57,77.57,4.92,,0.0,30.66,84.3,0.38,1.28,0.19,0.25,1.41,1.41,187.28,150.78,130.38,,0.71,2.4,3.4,39.8,70.62,0.53,,0.0,20.23,74.85,0.31,1.15,0.3,0.25,2.96,2.96,351.61,316.62,116.74,,0.73,2.67,3.67,37.49,72.73,0.43,,39.13,35.91,86.72,0,TRAIN,0.0
963,-17.56,92.17,-8.27,0.15,0.76,0.76,171.3,110.0,181.17,0.0,1.19,-6.25,-5.25,90.38,119.06,-7.99,-0.39,0.0,50.8,135.77,9.29,133.57,2.84,1.06,1.21,1.21,111.79,10.76,74.47,,0.93,13.38,14.38,136.97,93.05,22.53,1.12,0.0,39.11,98.57,-171.98,141.78,-17.64,0.13,0.39,0.39,37.34,19.35,73.14,,2.21,-1.82,-0.82,-37.64,221.3,-63.88,-5.63,0.0,13.78,-160.71,0,TRAIN,0.0
964,6.41,12.66,2.28,1.63,2.05,2.05,124.4,25.99,61.91,0.0,0.49,0.98,1.98,48.28,49.41,12.96,,0.0,14.88,75.95,8.57,41.46,8.32,0.74,0.84,0.84,354.27,27.5,275.95,,0.79,3.84,4.84,20.17,79.33,17.96,0.62,0.0,11.26,39.56,0.8,1.84,1.12,0.48,0.9,0.9,510.18,119.73,283.84,,0.57,1.3,2.3,24.3,56.51,36.98,0.9,0.0,32.93,49.12,0,TRAIN,0.0
965,-17.28,-456.03,-216.19,0.13,0.15,0.37,4553.75,77.63,3741.05,821.04,0.96,25.39,26.39,-7.11,96.21,-0.82,0.27,0.0,127.24,-247.43,-9.82,-228.11,-80.18,0.29,0.3,0.42,2981.14,40.91,2540.63,307.86,0.96,22.24,23.24,-3.14,95.7,14.35,0.23,0.0,54.53,209.52,-6.07,-1882.21,-18.28,0.14,0.16,0.4,1096.83,15.71,954.34,232.83,1.0,309.32,310.32,1.94,99.68,28.25,0.2,0.0,24.13,90.54,0,TRAIN,0.0
966,3.18,4.84,2.38,0.28,0.86,0.88,272.85,44.12,75.83,2.05,0.34,0.52,1.52,23.47,34.34,32.85,0.94,0.01,15.21,60.57,1.34,1.98,1.31,0.13,0.9,0.93,356.77,71.57,77.96,3.17,0.32,0.47,1.47,17.45,32.18,27.02,0.96,4.46,15.74,60.56,0.12,0.22,0.15,0.01,0.33,0.35,454.47,60.19,134.16,3.25,0.47,0.88,1.88,11.6,46.7,11.31,0.68,11.23,14.33,62.64,0,TRAIN,0.0
967,-12.76,-14.36,-57.06,30.46,32.0,32.0,1628.46,76.83,49.8,,0.11,0.13,1.13,26.26,11.2,-111.98,1427.99,0.0,174.57,-783.07,0.15,0.17,0.49,15.64,16.36,16.36,1193.95,51.46,70.89,,0.11,0.12,1.12,32.29,10.72,1.78,3261.27,0.0,105.15,-724.55,7.08,7.88,21.49,26.97,29.25,29.25,1104.15,84.77,37.08,,0.1,0.11,1.11,33.2,10.1,70.39,,0.0,79.21,-687.67,0,TRAIN,0.0
968,0.11,1.13,1.82,0.01,0.1,0.1,6190.52,470.85,5489.63,,0.9,9.51,10.6,0.86,90.57,3.2,0.1,0.0,12.83,32.41,0.94,10.65,1.59,0.02,0.14,1.06,617.78,67.05,555.32,516.45,0.91,10.34,11.34,2.9,91.18,1.63,2.56,0.0,3.33,38.56,0.98,10.07,2.89,0.05,0.14,1.1,1074.8,79.13,959.01,939.86,0.9,9.3,10.3,3.19,90.29,1.26,18.66,0.0,6.53,78.13,0,TRAIN,0.0
969,-13.42,-42.68,-43.33,0.15,0.17,0.59,1175.25,16.4,763.96,323.73,0.69,2.18,3.18,-5.68,68.56,-17.66,0.55,0.0,24.98,-24.42,-4.42,-14.89,-8.82,0.06,0.12,0.52,728.98,28.96,482.99,194.52,0.7,2.37,3.37,11.08,70.34,-4.87,0.49,0.0,30.95,-105.68,3.06,11.61,5.29,0.27,0.35,0.69,629.53,36.05,442.81,154.49,0.74,2.79,3.79,17.82,73.63,4.86,0.55,0.0,25.53,-2673.22,0,TRAIN,0.0
970,-67.93,298.78,-11.39,0.0,0.37,0.54,61.04,27.35,54.52,12.73,1.23,-5.4,-4.4,-40.54,122.74,-43.67,-0.73,31.87,4.59,-111.24,-10.26,29.29,-1.75,0.15,0.55,0.59,62.23,33.48,64.0,3.18,1.35,-3.86,-2.86,48.34,135.03,3.97,-1.91,29.98,9.99,86.49,-2.64,9.8,-0.81,0.02,0.43,0.44,111.2,57.33,139.03,1.6,1.27,-4.71,-3.71,-2.64,126.96,8.77,-0.63,0.0,0.0,0.0,0,TRAIN,0.0
971,23.38,42.49,16.51,1.54,1.94,1.94,257.08,40.9,104.33,0.04,0.45,0.82,1.82,43.94,44.98,79.68,2.94,0.0,14.52,32.34,49.23,92.83,31.44,1.14,1.71,1.71,233.12,60.91,107.64,0.1,0.47,0.89,1.89,68.12,46.97,128.64,2.74,0.0,12.06,22.5,32.4,90.01,24.2,0.28,0.95,0.95,271.8,114.76,171.27,0.08,0.64,1.78,2.78,32.4,64.0,65.37,0.94,0.0,0.0,0.0,0,TRAIN,0.0
972,-1.75,-17.29,-4.38,-0.39,1.12,9.53,911.75,118.56,78.49,669.23,0.9,8.89,9.89,3.02,89.89,0.42,7.34,0.0,11.95,58.88,0.12,1.24,0.31,0.75,2.48,14.01,971.88,100.13,57.88,676.44,0.9,9.52,10.52,4.77,90.5,2.13,8.46,0.0,12.38,59.27,0.15,1.39,0.58,0.16,1.06,5.52,1372.08,184.78,212.84,961.67,0.89,7.98,8.98,2.22,88.86,2.25,9.22,0.0,7.8,33.58,0,TRAIN,0.0
973,41.99,54.24,27.73,4.87,4.43,4.43,208.67,-23.96,53.7,,0.23,0.29,1.29,41.99,22.59,185.86,,0.0,0.0,0.0,6.21,26.75,18.5,0.87,1.3,1.3,1087.98,360.0,824.15,,0.77,3.31,4.31,11.53,76.8,8.08,,0.0,15.88,42.52,5.2,6.69,3.82,3.63,4.47,4.47,267.58,50.01,59.15,,0.22,0.29,1.29,5.2,22.35,23.25,,0.0,0.0,0.0,0,TRAIN,0.0
974,0.28,0.79,0.72,0.11,1.06,1.52,953.1,240.68,27.96,118.55,0.41,1.17,2.87,21.33,65.19,17.93,0.82,36.31,55.14,84.76,5.27,10.6,12.98,0.62,1.34,2.43,898.33,81.73,54.62,125.74,0.23,0.46,2.01,25.47,50.25,68.69,0.86,15.26,49.7,107.42,0.9,1.66,2.5,0.11,0.78,2.11,1006.09,102.04,78.53,203.07,0.19,0.35,1.83,23.88,45.45,53.89,0.85,9.27,63.5,88.29,0,TRAIN,0.0
975,-6.03,-28.56,-2.42,0.06,1.42,1.42,145.98,93.17,65.14,,0.79,3.74,4.74,22.55,78.88,-0.48,3.76,16.72,11.46,127.4,-0.94,-1.84,-1.83,0.96,3.29,3.29,712.09,224.84,176.83,0.0,0.49,0.96,1.96,32.53,49.02,11.86,4.44,0.0,65.29,107.1,5.21,8.75,9.19,0.58,2.99,2.99,642.32,200.1,158.48,0.0,0.41,0.68,1.68,31.26,40.54,22.06,2.92,0.0,45.98,82.78,0,TRAIN,0.0
