Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
51,13.07,106.53,10.6,0.1,1.14,1.14,295.18,267.11,256.12,,0.88,7.15,8.15,14.19,87.73,14.9,,0.0,0.91,7.53,-1.84,-16.84,-4.54,0.05,0.94,1.12,898.66,702.97,789.36,142.53,0.89,8.14,9.14,-1.72,89.06,-2.07,,0.0,0.29,251.85,1.11,8.77,1.11,0.29,1.1,1.14,362.04,251.44,312.61,15.81,0.87,6.88,7.88,1.17,87.31,1.28,,0.0,0.06,1.68,0,TRAIN,0.0
52,0.37,3.47,0.15,0.3,0.82,1.12,146.29,67.4,129.24,38.57,0.89,8.39,9.4,0.61,89.36,0.41,,0.0,0.1,21.83,5.93,38.2,3.7,0.07,1.03,1.03,227.85,182.35,189.77,0.26,0.84,5.44,6.44,5.93,84.47,10.93,1.24,0.0,0.0,0.0,1.3,15.75,0.73,0.11,1.05,1.05,203.71,173.42,184.84,0.07,0.92,11.11,12.11,1.3,91.74,3.35,2.15,0.0,0.0,0.0,0,TRAIN,0.0
53,-4.54,-52.53,,0.07,0.07,0.94,,,,,0.91,10.58,11.58,-4.54,91.37,0.18,0.61,0.0,,0.0,-33.2,-341.18,-6.28,0.59,0.59,0.59,69.09,0.0,61.52,0.0,0.9,9.28,10.28,-33.2,90.27,-10.87,0.21,0.0,0.0,0.0,-32.57,166.31,-232.63,0.43,0.57,0.57,2599.42,432.0,3074.4,,1.2,-6.11,-5.11,-32.57,119.59,-1.1,-0.63,0.0,0.0,0.0,0,TRAIN,0.0
54,1.0,2.54,1.44,0.04,0.28,0.32,525.56,76.45,79.57,11.35,0.6,1.52,2.55,8.57,60.73,12.33,0.49,44.01,10.93,36.03,0.4,1.21,0.86,0.03,0.2,0.23,789.81,84.5,298.48,14.52,0.67,2.04,3.07,6.74,67.38,10.35,0.4,26.54,13.73,32.81,1.48,4.34,2.87,0.03,0.21,0.25,704.92,80.4,334.83,17.32,0.66,1.92,2.92,8.19,65.77,12.59,0.42,16.45,12.98,35.13,0,TRAIN,0.0
55,0.23,0.28,0.51,0.02,1.66,4.29,818.7,82.5,24.97,139.49,0.13,0.16,1.24,13.39,19.42,44.57,1.2,4.28,29.6,81.77,-7.26,-9.05,-18.75,0.01,1.23,4.28,942.21,63.47,22.91,171.6,0.13,0.17,1.25,6.87,19.7,-9.2,1.18,4.17,36.48,127.58,-1.08,-1.34,-2.49,0.01,1.41,4.65,837.67,65.44,18.33,164.16,0.13,0.16,1.24,13.5,19.15,34.66,1.21,4.14,33.56,89.38,0,TRAIN,0.0
56,0.59,1.17,0.72,0.08,0.26,1.05,441.28,37.71,64.73,173.2,0.49,0.97,1.97,8.99,49.35,1.2,1.05,34.5,10.19,-176.2,0.34,0.77,0.56,0.0,0.18,1.02,607.99,59.78,281.17,287.11,0.56,1.29,2.29,4.37,56.28,0.6,1.03,9.37,6.71,-65.58,0.29,0.99,0.74,0.0,0.23,0.81,936.04,149.18,624.21,387.9,0.71,2.43,3.43,5.4,70.81,0.41,0.69,3.37,13.13,-32.06,0,TRAIN,0.0
57,-23.47,-37.39,-33.37,1.59,1.74,1.84,517.59,20.53,160.31,15.32,0.37,0.59,1.59,18.91,37.24,-45.61,1.59,0.0,60.26,176.25,-3.46,-5.61,-4.58,1.7,1.86,1.95,482.65,20.41,153.17,14.25,0.38,0.62,1.62,32.13,38.24,6.18,1.79,0.0,47.06,99.53,-0.16,-0.25,-0.23,1.92,2.09,2.18,501.31,18.8,149.56,12.99,0.35,0.54,1.54,34.43,35.21,13.06,2.0,0.0,47.64,121.51,0,TRAIN,0.0
58,0.6,31.09,0.63,0.03,0.51,0.75,383.66,178.69,369.01,88.04,0.98,50.78,51.78,36.88,98.07,6.38,0.07,0.0,38.24,80.93,0.13,7.37,0.14,0.09,0.29,0.72,398.65,75.63,383.52,167.44,0.98,55.73,56.73,40.13,98.24,5.48,0.07,0.0,43.69,85.3,6.95,83.22,,0.05,0.86,0.86,169.78,122.51,151.76,,0.92,10.98,11.98,39.26,91.65,10.33,0.38,0.0,10.79,53.35,0,TRAIN,0.0
59,0.3,7.78,0.21,0.0,0.6,0.78,253.77,96.4,171.22,33.44,0.96,24.74,25.74,9.64,96.12,15.35,0.51,4.96,6.51,33.55,-1.44,-47.05,-1.13,0.01,0.53,0.69,286.77,81.08,173.22,32.08,0.97,31.63,32.63,9.8,96.94,4.37,0.32,5.75,8.83,65.6,2.4,39.26,2.56,0.0,0.59,0.72,387.31,121.75,231.38,33.32,0.94,15.34,16.34,10.86,93.88,23.33,0.38,6.39,9.0,25.59,0,TRAIN,0.0
60,-0.19,-0.21,-0.43,9.63,11.13,11.34,808.52,105.23,70.07,15.12,0.09,0.1,1.1,17.82,9.07,43.8,335.81,0.0,40.02,78.31,9.96,11.28,17.87,7.42,9.07,9.13,655.01,115.4,58.07,4.4,0.11,0.13,1.13,27.61,11.67,88.83,112.74,1.84,31.68,55.39,7.64,8.98,14.94,5.68,6.98,7.14,711.74,126.88,81.45,16.49,0.14,0.17,1.18,21.9,14.91,54.46,146.44,2.3,27.88,50.19,0,TRAIN,0.0
61,26.94,75.92,21.66,0.54,1.55,1.55,260.47,188.79,186.71,,0.65,1.82,2.82,26.94,64.51,41.76,,0.0,0.0,0.0,50.08,84.64,37.64,1.85,2.45,2.45,274.34,66.34,110.49,,0.41,0.69,1.69,50.08,40.83,122.64,,0.0,0.0,0.0,51.32,83.52,26.63,2.06,2.47,2.48,188.85,29.78,71.91,0.05,0.39,0.63,1.63,51.32,38.55,133.36,13.48,0.0,0.0,0.0,0,TRAIN,0.0
62,0.9,1.64,1.09,0.1,0.25,1.33,440.57,22.09,151.43,166.32,0.45,0.83,1.83,3.23,45.48,12.6,1.06,0.0,2.83,164.18,7.56,13.74,19.29,0.17,0.3,3.04,931.58,21.02,169.17,470.11,0.45,0.82,1.82,9.64,45.0,30.96,1.26,0.0,5.31,44.76,2.15,3.73,2.99,0.29,0.43,2.49,506.1,14.66,109.98,230.1,0.42,0.74,1.74,4.78,42.37,19.47,1.27,0.0,3.65,-123.21,0,TRAIN,0.0
63,11.6,50.81,11.14,0.17,0.41,1.15,349.58,43.14,178.27,134.5,0.77,3.38,4.38,23.85,77.17,25.06,1.2,19.92,11.76,32.58,3.9,13.43,2.94,0.56,0.92,1.12,275.06,44.74,124.62,25.4,0.71,2.45,3.45,19.23,70.99,16.73,1.14,19.8,11.56,48.64,0.51,1.66,0.57,0.46,1.29,1.85,406.86,140.15,167.34,96.9,0.69,2.25,3.25,25.12,69.28,18.41,2.91,26.12,27.51,85.25,0,TRAIN,0.0
64,0.5,2.84,0.99,1.27,2.19,3.24,723.0,86.94,94.77,101.51,0.64,3.64,5.67,13.52,82.37,22.04,1.21,10.78,25.87,82.94,1.52,7.92,2.84,0.62,1.36,2.33,681.2,77.39,104.4,102.8,0.64,3.33,5.2,12.93,80.78,23.5,1.07,4.31,21.29,74.51,1.45,6.42,2.49,0.43,1.99,3.33,624.3,122.11,78.45,106.21,0.62,2.73,4.43,16.35,77.41,24.85,1.24,3.03,25.56,83.03,0,TRAIN,0.0
65,0.58,1.54,0.5,0.0,1.01,1.1,310.84,94.74,71.79,11.82,0.62,1.65,2.65,28.36,62.27,20.29,1.08,21.68,23.72,72.21,0.57,1.08,0.6,0.01,1.18,1.52,384.93,134.51,19.47,43.29,0.48,0.91,1.91,20.12,47.53,39.21,1.35,28.87,20.62,74.11,0.02,0.08,0.04,0.0,0.75,1.18,645.32,166.01,141.48,104.36,0.46,1.6,3.52,4.22,71.56,20.04,0.65,15.42,7.44,49.48,0,TRAIN,0.0
66,25.53,37.4,10.97,0.63,2.94,2.94,156.47,112.98,49.03,,0.32,0.46,1.46,33.36,31.73,93.59,10.2,0.0,3.37,18.02,15.34,22.81,8.42,1.09,2.73,2.73,200.27,105.65,64.6,0.09,0.33,0.49,1.49,22.06,32.76,58.81,6.53,0.0,3.69,21.85,8.17,11.14,3.69,0.75,3.14,3.14,164.32,103.55,43.32,0.0,0.27,0.36,1.36,15.13,26.68,45.75,4.59,0.0,3.14,30.26,0,TRAIN,0.0
67,-32.15,-83.53,-17.17,0.01,0.59,0.65,194.44,65.36,71.67,6.82,0.62,1.6,2.6,-4.2,61.51,-41.04,0.69,21.35,14.93,339.17,-4.76,-18.19,-4.15,0.01,0.37,0.46,317.87,80.53,154.89,19.95,0.74,2.82,3.82,24.39,73.81,1.64,0.42,21.38,25.39,72.82,1.53,8.56,0.69,0.02,0.71,0.74,164.85,90.75,80.55,4.42,0.82,4.6,5.6,22.45,82.15,5.05,0.46,31.05,9.47,70.03,0,TRAIN,0.0
68,29.83,99.48,13.78,0.08,1.36,1.43,168.2,145.48,114.91,8.3,0.7,2.33,3.33,43.38,70.01,43.12,38.45,0.0,6.26,27.07,18.24,98.73,12.87,0.03,1.2,1.2,257.71,233.15,204.97,0.12,0.82,4.41,5.41,33.58,81.53,23.19,5.7,0.0,10.84,41.03,-0.7,-71.7,-1.65,0.26,0.96,0.96,854.51,542.24,829.77,0.44,0.99,100.84,101.84,8.58,99.02,1.15,0.2,0.0,21.8,88.26,0,TRAIN,0.0
69,8.78,15.59,28.83,0.03,0.11,0.57,1195.34,38.26,516.25,240.02,0.44,0.78,1.78,24.17,43.67,40.24,0.75,0.0,50.53,224.69,5.96,14.17,41.6,0.0,0.02,0.72,2546.36,12.84,908.62,643.78,0.58,1.38,2.38,20.48,57.92,24.32,0.86,0.0,101.29,-24.92,10.23,90.95,184.8,0.6,2.56,5.67,6576.34,375.41,191.59,603.56,0.89,7.89,8.89,17.72,88.75,17.92,1.17,75.29,135.38,-64.41,0,TRAIN,0.0
70,3.47,4.77,3.83,0.81,1.79,3.0,401.48,74.72,80.13,98.34,0.27,0.36,1.37,33.71,27.14,50.52,1.98,1.89,33.35,83.02,2.78,3.59,3.33,1.74,2.04,3.66,437.63,21.89,73.22,120.57,0.22,0.28,1.29,32.15,22.61,55.91,2.23,1.35,35.21,96.04,2.9,4.12,3.31,0.71,1.47,2.23,415.39,76.91,64.76,82.15,0.29,0.42,1.42,30.66,29.71,43.9,1.89,10.75,31.68,106.97,0,TRAIN,0.0
71,0.31,0.77,0.88,0.0,0.54,0.87,1049.57,161.33,164.45,97.42,0.5,1.24,2.51,27.9,60.08,22.43,0.81,12.86,79.56,95.81,2.1,4.79,5.33,0.01,0.56,0.96,926.87,140.7,103.25,102.27,0.42,0.97,2.28,30.79,56.19,35.63,0.79,16.42,72.85,99.44,0.49,1.1,1.24,0.01,0.43,1.11,920.05,115.64,68.26,182.97,0.45,1.01,2.25,27.05,55.52,26.08,0.88,22.07,67.12,88.49,0,TRAIN,0.0
72,16.18,18.4,14.77,2.44,9.0,9.0,332.27,36.52,35.87,0.0,0.12,0.14,1.14,87.06,12.05,134.29,,0.0,64.7,75.17,-0.29,-0.48,-0.37,0.99,3.05,3.05,456.71,118.99,145.91,,0.39,0.63,1.63,45.72,38.67,-0.76,,0.0,57.57,91.57,0.17,0.28,0.16,1.32,2.97,2.97,345.37,45.05,112.14,,0.39,0.64,1.64,64.02,39.13,0.43,,0.0,60.59,96.19,0,TRAIN,0.0
73,-38.31,153.46,-48.17,0.03,0.43,0.59,401.04,227.64,564.38,91.82,1.25,-5.01,-4.01,-38.31,124.97,-28.31,-0.95,0.0,0.0,0.0,-50.96,58.61,-15.15,0.13,0.15,0.37,108.48,4.05,199.61,42.87,1.87,-2.15,-1.15,9.88,186.94,-23.82,-2.76,0.0,18.08,344.19,-38.64,-1736.11,-30.13,0.01,0.73,0.73,283.79,192.91,270.05,,0.98,43.93,44.93,-38.64,97.77,-33.58,0.12,0.0,0.0,0.0,0,TRAIN,0.0
74,-10.45,-26.05,-3.03,1.31,1.67,1.67,105.48,22.51,62.48,0.0,0.6,1.49,2.49,-10.45,59.9,-17.44,,0.0,0.0,0.0,7.94,17.45,2.97,1.38,1.83,1.83,136.44,33.34,73.34,,0.55,1.2,2.2,9.49,54.5,14.57,,0.0,0.58,10.8,3.9,8.95,1.84,1.28,1.77,1.77,171.8,47.48,95.92,,0.56,1.3,2.3,3.9,56.45,6.9,,0.0,0.0,0.0,0,TRAIN,0.0
75,7.14,69.34,28.76,0.24,0.36,1.27,1466.97,36.78,218.02,295.42,0.79,7.65,9.72,15.81,89.71,34.37,0.93,7.06,34.97,-186.67,8.66,45.82,34.43,0.3,0.7,1.6,1451.75,133.97,145.09,308.75,0.64,3.39,5.29,20.68,81.11,44.83,0.95,13.42,47.84,-115.99,-9.22,-59.3,-21.9,0.07,0.36,1.06,864.68,91.58,237.25,225.0,0.71,4.54,6.43,8.84,70.56,19.94,0.8,9.56,31.76,-320.05,0,TRAIN,0.0
76,4.02,4.62,39.35,0.4,3.39,3.8,3565.59,1290.78,38.56,181.72,0.13,0.15,1.15,8.92,13.11,103.15,1.64,11.14,48.01,-28.43,0.23,0.24,1.24,2.64,22.84,26.59,1939.85,720.47,35.67,135.72,0.03,0.03,1.03,5.5,2.73,303.72,1.94,0.0,27.98,-1937.11,1.29,1.31,8.97,19.31,28.24,33.43,2537.67,349.38,39.12,205.74,0.02,0.02,1.02,6.46,2.04,184.62,2.06,0.0,36.06,-77.48,0,TRAIN,0.0
77,0.22,0.52,0.08,0.2,1.58,1.62,132.45,109.0,78.99,3.35,0.58,1.36,2.36,5.59,57.69,3.19,23.58,0.0,1.96,102.93,0.48,0.68,0.14,0.24,3.38,3.42,108.89,92.66,29.45,1.34,0.29,0.42,1.42,7.57,29.49,6.69,13.02,0.05,2.11,78.01,0.39,0.95,0.09,0.46,1.74,1.76,87.95,59.15,46.2,0.85,0.59,1.44,2.44,8.41,59.06,3.25,6.48,0.0,1.94,70.25,0,TRAIN,0.0
78,0.08,0.31,0.04,0.06,0.71,1.04,174.05,78.85,121.05,41.44,0.75,3.08,4.09,72.28,75.57,22.06,0.97,0.16,34.52,79.49,0.51,2.58,0.29,0.08,1.0,1.16,207.19,142.76,144.22,24.87,0.8,4.05,5.07,49.97,80.26,6.89,1.88,5.56,28.08,79.75,1.55,6.51,0.63,0.19,1.08,1.11,147.64,92.34,104.38,3.61,0.76,3.19,4.21,59.94,76.23,10.0,1.3,0.0,23.69,82.8,0,TRAIN,0.0
79,-4.12,-9.5,-7.18,0.01,0.18,0.55,634.28,44.58,249.42,96.84,0.48,1.12,2.31,17.01,56.67,12.03,0.64,2.04,36.82,111.45,-18.11,-70.09,-37.66,0.01,0.23,0.49,758.95,92.72,357.72,112.41,0.67,2.58,3.87,2.39,74.16,-12.41,0.46,9.18,42.63,325.58,7.2,21.42,9.59,0.02,0.19,0.55,484.62,42.43,235.9,85.73,0.58,1.73,2.97,27.05,66.38,29.94,0.56,0.0,26.42,124.53,0,TRAIN,0.0
80,29.54,57.3,21.61,0.16,0.32,1.43,266.28,11.2,75.13,84.74,0.47,0.91,1.94,58.89,48.45,88.73,1.13,0.0,21.47,45.98,4.15,8.48,4.03,0.25,0.61,1.46,354.42,44.12,123.57,106.11,0.4,0.82,2.04,31.38,51.03,37.67,1.09,0.0,26.44,96.8,10.74,22.3,11.35,0.1,1.0,1.51,384.54,149.84,105.61,86.13,0.45,0.94,2.08,35.54,51.83,40.61,1.44,16.13,26.2,73.85,0,TRAIN,0.0
81,9.22,11.63,11.97,1.67,2.23,6.36,472.53,17.67,31.6,132.3,0.16,0.2,1.26,31.36,20.74,118.43,1.54,0.0,28.75,72.22,5.96,7.26,8.84,2.52,3.22,6.94,540.87,20.56,29.4,110.72,0.14,0.17,1.22,26.74,17.9,112.5,1.46,0.0,30.79,83.76,2.89,3.45,4.88,3.0,3.64,8.5,614.13,19.47,30.44,149.95,0.13,0.16,1.19,22.89,16.13,105.88,1.59,0.0,33.73,88.26,0,TRAIN,0.0
82,-96.73,173.03,-19.52,0.13,0.14,0.23,73.46,1.14,113.27,11.09,1.56,-2.79,-1.79,-91.65,155.9,-55.2,-0.9,0.0,1.02,-5.51,7.42,-141.74,3.91,0.1,0.13,0.63,192.26,6.36,199.56,100.4,1.05,-20.1,-19.1,8.57,105.24,11.75,-0.2,0.0,0.61,8.48,-14.45,73.43,-6.76,0.01,0.38,0.67,170.27,74.25,201.53,59.51,1.2,-6.08,-5.08,-12.44,119.68,-7.47,-0.97,0.0,0.94,-35.66,0,TRAIN,0.0
83,1.09,1.53,2.64,0.8,1.33,2.15,884.02,81.59,40.46,126.0,0.23,0.32,1.41,15.04,28.83,35.82,1.23,16.53,33.9,118.58,1.02,1.38,1.91,1.57,2.74,3.89,684.27,77.32,52.32,77.4,0.14,0.18,1.36,15.8,26.4,63.55,1.26,3.49,27.72,114.0,-5.15,-7.34,-10.26,1.13,2.16,4.03,724.82,63.07,53.17,114.7,0.18,0.26,1.42,10.11,17.94,22.73,1.2,4.02,22.5,146.44,0,TRAIN,0.0
84,0.08,0.12,0.48,0.25,1.02,2.56,2312.28,166.39,89.85,354.68,0.23,0.37,1.59,11.51,37.21,42.11,1.01,10.91,72.66,149.7,0.04,0.05,0.21,0.51,0.9,4.17,2124.87,43.6,88.14,441.67,0.19,0.27,1.47,13.48,32.04,58.05,1.08,5.3,78.26,149.4,-1.77,-2.58,-10.24,0.3,0.67,3.7,2102.96,52.5,121.75,517.44,0.19,0.28,1.46,12.3,31.41,49.22,1.13,3.29,81.27,160.33,0,TRAIN,0.0
85,25.79,28.37,31.55,14.51,14.51,14.51,233.67,0.0,30.23,0.0,0.09,0.1,1.1,25.79,9.08,284.07,,0.0,0.0,0.0,27.92,32.79,29.78,7.91,7.94,7.94,389.42,1.54,47.69,,0.15,0.17,1.17,27.92,14.88,187.66,,0.0,0.0,0.0,0.45,0.48,0.51,23.43,25.12,25.12,414.5,27.47,16.25,,0.07,0.07,1.07,0.45,6.65,6.73,,0.0,0.0,0.0,0,TRAIN,0.0
86,-9.55,-34.66,-8.34,0.06,0.3,0.67,317.93,55.62,227.73,83.59,0.72,2.63,3.63,-9.55,72.45,17.39,0.54,0.0,0.0,0.0,-51.43,-88.61,-20.97,1.03,1.04,2.29,148.85,0.4,38.01,48.21,0.42,0.72,1.72,-51.43,41.96,-105.84,1.84,0.0,0.0,0.0,1.31,8.31,1.35,0.01,0.95,1.03,376.9,228.03,241.03,18.32,0.84,5.36,6.36,2.94,84.27,10.5,1.05,0.0,1.69,16.05,0,TRAIN,0.0
87,2.07,10.82,1.9,0.08,0.96,1.1,333.08,186.54,210.9,29.18,0.81,4.22,5.22,28.88,80.85,7.26,0.89,0.0,24.53,69.36,4.2,14.46,3.5,0.24,0.98,1.2,303.8,114.67,155.69,34.46,0.71,2.44,3.44,35.71,70.94,13.47,1.0,0.0,26.22,73.03,1.27,5.41,1.34,0.06,0.93,1.52,381.98,157.56,180.89,109.15,0.76,3.24,4.24,30.47,76.43,5.22,1.61,6.27,30.64,79.04,0,TRAIN,0.0
88,0.18,0.23,0.4,0.79,2.11,3.8,827.24,97.58,71.4,128.32,0.18,0.24,1.34,12.42,25.15,71.62,1.23,0.98,27.83,117.18,-5.03,-6.63,-9.53,0.41,1.54,3.17,691.4,85.15,73.15,126.31,0.19,0.25,1.32,6.84,24.1,47.96,1.27,0.61,22.49,179.94,-4.51,-6.08,-6.71,0.07,1.43,3.08,541.61,89.79,66.2,111.59,0.21,0.29,1.35,10.75,25.75,50.78,1.32,0.3,22.71,119.12,0,TRAIN,0.0
89,9.97,32.02,9.25,0.01,1.13,1.19,337.91,240.86,190.36,12.43,0.69,2.21,3.21,20.83,68.87,27.52,1.5,7.33,10.09,33.26,10.17,54.9,12.14,0.04,0.75,0.93,435.58,190.81,197.02,49.52,0.81,4.4,5.4,19.3,81.48,21.79,0.88,17.15,10.9,51.24,11.12,40.39,15.28,0.0,0.7,0.97,500.05,203.47,194.26,81.48,0.72,2.63,3.63,18.57,72.46,25.28,0.96,19.77,10.22,26.22,0,TRAIN,0.0
90,0.36,1.2,0.08,0.38,0.66,1.0,85.7,14.8,48.29,17.78,0.7,2.34,3.34,28.32,70.06,27.48,0.78,4.59,6.58,55.79,0.33,0.78,0.08,0.04,0.68,1.37,92.25,30.13,37.69,32.42,0.58,1.39,2.39,38.9,58.16,39.31,1.41,10.07,9.75,58.66,6.71,9.76,0.95,0.63,1.34,2.01,51.32,13.36,14.4,12.53,0.31,0.45,1.45,50.97,31.21,109.91,2.62,8.33,6.24,50.82,0,TRAIN,0.0
91,8.93,22.65,9.55,0.31,1.57,1.64,389.29,288.67,228.01,15.87,0.61,1.54,2.54,25.91,60.6,16.56,14.88,0.0,18.16,59.02,31.7,49.9,38.79,0.09,2.62,2.78,446.64,391.02,154.96,25.7,0.36,0.57,1.57,38.97,36.48,88.33,31.27,0.0,8.9,15.64,45.14,51.75,38.84,6.39,7.41,7.57,313.2,38.03,37.02,5.78,0.13,0.15,1.15,62.23,12.77,361.38,18.51,0.0,14.7,22.56,0,TRAIN,0.0
92,12.58,20.15,12.72,1.4,2.56,2.67,368.29,158.39,136.44,15.47,0.38,0.6,1.6,16.45,37.59,33.46,,0.0,3.92,19.81,-31.15,-51.16,-59.94,0.87,2.41,2.57,702.37,415.26,269.59,43.39,0.39,0.64,1.64,-20.06,39.11,-79.65,,0.0,21.33,-57.65,5.28,10.73,6.69,0.95,1.98,1.98,461.17,237.02,230.46,,0.51,1.03,2.03,9.69,50.81,10.39,,0.0,5.59,21.34,0,TRAIN,0.0
93,-6.99,-14.58,-135.21,-0.18,1.24,1.89,7037.34,2508.47,1262.3,1155.06,0.39,0.81,2.08,-2.41,52.03,-17.96,1.14,7.24,88.7,-39.58,-1.62,-3.65,-10.97,-0.6,0.77,1.64,2477.92,1001.95,567.06,654.62,0.43,0.97,2.26,2.15,55.67,2.37,1.1,6.93,25.58,-448.88,0.63,1.59,7.66,-0.1,0.91,1.7,4453.8,1518.97,1232.87,1191.23,0.5,1.26,2.53,4.42,60.54,5.36,1.16,6.07,46.45,-67.89,0,TRAIN,0.0
94,3.14,-22800.0,17.33,2.61,2.64,3.22,2011.64,10.49,445.85,262.19,0.53,-3885.67,-7269.17,16.7,100.01,42.78,1.06,0.0,74.94,-64.16,-11.56,99.85,-51.52,6.4,6.51,7.93,1627.03,19.68,181.02,261.76,0.42,-3.66,-8.64,3.05,111.57,30.07,1.88,0.0,65.09,-62.4,5.09,-87.94,16.5,3.11,3.15,4.55,1180.08,8.05,247.36,352.28,1.06,-18.28,-17.28,19.1,105.79,13.35,28.57,0.0,45.43,-36.41,0,TRAIN,0.0
95,10.46,18.12,12.84,0.0,0.57,1.64,446.8,87.29,97.41,172.46,0.42,0.73,1.73,23.53,42.27,41.24,1.55,14.2,16.04,57.29,2.94,5.27,4.66,0.0,0.7,1.51,578.37,151.84,101.34,184.35,0.44,0.78,1.79,15.26,44.2,22.25,1.53,21.47,19.52,85.19,-14.95,-60.83,-49.14,0.0,0.85,1.33,1196.42,523.22,311.36,297.2,0.75,3.05,4.07,-5.03,75.42,-13.21,1.59,45.77,32.6,-220.04,0,TRAIN,0.0
96,-12.92,-19.31,-150.91,0.5,0.83,1.61,4252.74,143.6,59.58,537.87,0.25,0.37,1.49,1.94,33.11,-12.05,1.01,14.63,173.56,-273.77,-4.95,-7.49,-44.2,0.57,0.85,1.67,3256.52,95.05,40.76,457.39,0.27,0.4,1.51,3.6,33.83,17.75,1.05,15.91,76.29,-132.01,-6.31,-10.3,-81.0,0.24,0.53,1.31,4675.26,190.84,117.7,776.72,0.33,0.53,1.63,0.95,38.75,7.43,1.01,21.15,93.25,-64.9,0,TRAIN,0.0
97,-0.18,-0.33,-0.65,0.17,1.7,4.45,1297.63,166.1,108.29,301.74,0.3,0.54,1.83,10.33,45.42,27.97,1.21,20.25,37.49,140.96,-4.11,-6.87,-11.58,0.22,0.57,4.9,1028.38,23.35,67.26,295.82,0.23,0.39,1.67,7.87,40.14,22.13,1.13,15.63,33.76,122.59,-3.86,-6.81,-10.32,0.39,0.69,3.62,974.09,24.88,83.28,246.98,0.28,0.5,1.76,8.04,43.33,15.94,1.11,18.08,31.83,138.22,0,TRAIN,0.0
98,0.17,0.57,0.08,1.03,1.91,2.49,163.76,47.97,54.43,31.79,0.7,2.29,3.29,19.15,69.62,8.2,4.27,34.71,8.54,62.48,0.12,0.39,0.04,0.77,2.24,2.64,126.29,61.24,41.43,17.27,0.69,2.19,3.19,18.26,68.63,7.92,6.22,33.94,6.28,60.51,2.02,5.04,0.77,2.41,3.05,3.07,139.0,26.39,41.03,0.83,0.6,1.5,2.5,19.72,60.01,13.47,10.22,28.37,6.76,58.03,0,TRAIN,0.0
99,30.02,50.05,6.77,0.09,1.13,1.14,82.12,32.97,22.58,0.45,0.4,0.67,1.67,125.27,40.03,86.13,1.1,11.35,21.49,67.42,-7.26,-21.82,-3.64,0.36,1.04,1.05,183.14,74.53,90.21,0.3,0.67,2.01,3.01,62.04,66.73,-7.21,1.08,16.16,34.77,101.64,1.05,3.31,0.76,0.0,0.52,0.58,264.63,50.89,63.47,6.09,0.68,2.16,3.16,61.62,68.37,4.91,0.41,13.13,44.03,89.11,0,TRAIN,0.0
100,8.02,33.48,1.59,0.27,1.22,1.22,72.35,51.5,54.42,0.0,0.76,3.18,4.18,8.02,76.05,13.84,3.19,0.0,0.0,0.0,4.56,34.37,2.78,0.14,1.01,1.01,222.94,127.38,147.29,,0.87,6.54,7.54,4.56,86.73,11.21,1.01,0.0,0.0,0.0,6.15,44.5,5.91,-0.12,1.03,1.03,349.51,314.8,274.21,,0.86,6.24,7.24,6.15,86.18,12.16,1.13,0.0,0.0,0.0,0,TRAIN,0.0
101,0.0,-0.01,-0.05,0.02,0.36,0.56,3622.6,121.98,312.21,74.04,0.27,0.55,2.02,2.96,50.58,22.79,0.7,3.86,29.54,70.59,-2.66,-6.55,-26.33,0.06,0.25,0.54,3618.62,53.01,240.5,82.74,0.27,0.66,2.47,1.02,59.48,18.25,0.62,1.52,36.41,118.44,-1.09,-2.62,-9.23,0.25,0.46,0.86,3079.26,40.49,148.91,78.76,0.26,0.63,2.4,3.15,58.41,24.4,0.65,1.48,35.85,86.32,0,TRAIN,0.0
102,-39.95,-47.22,-30.17,2.22,6.52,6.52,274.96,163.01,37.94,,0.15,0.18,1.18,-19.33,15.41,22.17,12.53,0.0,15.57,72.62,2.56,6.46,4.32,5.18,8.32,8.32,614.99,86.88,27.66,,0.6,1.52,2.52,12.68,60.33,21.1,1.55,0.0,17.04,33.04,-0.85,-1.89,-1.42,2.59,6.02,6.02,607.44,141.61,41.29,,0.55,1.22,2.22,11.76,55.05,36.63,1.63,0.0,21.04,33.43,0,TRAIN,0.0
103,9.72,14.75,11.28,1.15,1.96,2.21,422.22,77.35,96.11,24.65,0.34,0.52,1.52,15.73,34.08,66.21,1.58,10.67,6.96,20.2,9.64,14.75,11.28,1.11,1.92,2.17,427.25,81.17,99.93,24.65,0.35,0.53,1.53,15.58,34.68,64.48,1.58,10.57,6.96,20.2,5.11,5.84,6.81,18.74,22.2,32.75,484.72,21.9,6.32,67.66,0.13,0.14,1.14,14.94,12.52,196.71,1.75,5.6,13.09,45.66,0,TRAIN,0.0
